air_temp_set_1,altimeter_set_1,precip_accum_24_hour_set_1,relative_humidity_set_1,wind_speed_set_1,Date,State,County
1.385,102912.3,0.0,75.155,2.175,2016-01-01,KY,Christian
2.53,,,58.9,3.75,2016-01-02,KY,Christian
2.56,,,62.38,1.35,2016-01-03,KY,Christian
3.82,,,66.07,5.25,2016-01-04,KY,Christian
-0.79,103183.21,0.0,61.41,1.355,2016-01-05,KY,Christian
0.88,,,58.74,1.28,2016-01-06,KY,Christian
0.935,102472.07,0.0,64.07,0.82,2016-01-07,KY,Christian
10.73,,,70.73,2.9,2016-01-08,KY,Christian
12.31,,,76.57,0.86,2016-01-09,KY,Christian
10.47,,,94.3,2.21,2016-01-10,KY,Christian
-7.46,,,80.6,2.41,2016-01-11,KY,Christian
0.98,,,48.1,3.14,2016-01-12,KY,Christian
-0.79,,,35.8,3.63,2016-01-13,KY,Christian
3.68,,,41.48,1.83,2016-01-14,KY,Christian
10.82,,,41.88,1.86,2016-01-15,KY,Christian
8.415000000000001,100237.06,4.572,93.45,1.13,2016-01-16,KY,Christian
1.14,,,77.58,1.87,2016-01-17,KY,Christian
-3.51,,,70.8,7.13,2016-01-18,KY,Christian
-8.77,,,60.8,2.69,2016-01-19,KY,Christian
-4.22,,,51.11,2.41,2016-01-20,KY,Christian
-1.65,,,80.0,2.35,2016-01-21,KY,Christian
0.09,,,76.08,4.5,2016-01-22,KY,Christian
-3.25,,,90.2,0.72,2016-01-23,KY,Christian
-3.44,,,63.99,2.84,2016-01-24,KY,Christian
1.15,,,68.02,1.73,2016-01-25,KY,Christian
10.42,,,69.52,3.64,2016-01-26,KY,Christian
1.17,,,75.21,4.64,2016-01-27,KY,Christian
-0.33,,,69.21,0.0,2016-01-28,KY,Christian
8.03,,,47.82,2.93,2016-01-29,KY,Christian
4.84,,,59.34,0.62,2016-01-30,KY,Christian
17.33,,,50.35,4.69,2016-01-31,KY,Christian
19.33,,,55.72,5.86,2016-02-01,KY,Christian
9.745000000000001,101591.61,9.398,66.78999999999999,0.375,2016-02-02,KY,Christian
18.03,100237.06,,86.60499999999999,8.530000000000001,2016-02-03,KY,Christian
5.97,,,57.86,6.46,2016-02-04,KY,Christian
1.4900000000000002,102742.98,0.0,51.68,1.315,2016-02-05,KY,Christian
5.29,,,47.4,1.34,2016-02-06,KY,Christian
7.63,,,33.26,0.03,2016-02-07,KY,Christian
10.7,,,32.41,3.9,2016-02-08,KY,Christian
-1.8199999999999998,101320.7,0.0,82.75,4.025,2016-02-09,KY,Christian
-5.79,,,80.9,4.74,2016-02-10,KY,Christian
-5.12,,,86.2,3.2,2016-02-11,KY,Christian
0.98,,,57.89,2.43,2016-02-12,KY,Christian
