Region,Division,StateNum,CountyNum,State,County,Population,Year
2,4,31,119,nebraska,madison,34935,2016
2,4,31,121,nebraska,merrick,7849,2016
2,4,31,123,nebraska,morrill,4892,2016
2,4,31,125,nebraska,nance,3577,2016
2,4,31,127,nebraska,nemaha,6981,2016
2,4,31,129,nebraska,nuckolls,4268,2016
2,4,31,131,nebraska,otoe,15984,2016
2,4,31,133,nebraska,pawnee,2711,2016
2,4,31,135,nebraska,perkins,2906,2016
2,4,31,137,nebraska,phelps,9184,2016
2,4,31,139,nebraska,pierce,7156,2016
2,4,31,141,nebraska,platte,32946,2016
2,4,31,143,nebraska,polk,5202,2016
2,4,31,145,nebraska,red willow,10783,2016
2,4,31,147,nebraska,richardson,7998,2016
2,4,31,149,nebraska,rock,1412,2016
2,4,31,151,nebraska,saline,14295,2016
2,4,31,153,nebraska,sarpy,178328,2016
2,4,31,155,nebraska,saunders,20995,2016
2,4,31,157,nebraska,scotts bluff,36553,2016
2,4,31,159,nebraska,seward,17085,2016
2,4,31,161,nebraska,sheridan,5239,2016
2,4,31,163,nebraska,sherman,3025,2016
2,4,31,165,nebraska,sioux,1262,2016
2,4,31,167,nebraska,stanton,5987,2016
2,4,31,169,nebraska,thayer,5099,2016
2,4,31,171,nebraska,thomas,722,2016
2,4,31,173,nebraska,thurston,7140,2016
2,4,31,175,nebraska,valley,4181,2016
2,4,31,177,nebraska,washington,20568,2016
2,4,31,179,nebraska,wayne,9453,2016
2,4,31,181,nebraska,webster,3582,2016
2,4,31,183,nebraska,wheeler,803,2016
2,4,31,185,nebraska,york,13761,2016
4,8,32,1,nevada,churchill,24016,2016
4,8,32,3,nevada,clark,2156724,2016
4,8,32,5,nevada,douglas,47947,2016
4,8,32,7,nevada,elko,52283,2016
4,8,32,9,nevada,esmeralda,828,2016
4,8,32,11,nevada,eureka,1940,2016
4,8,32,13,nevada,humboldt,16873,2016
4,8,32,15,nevada,lander,5765,2016
4,8,32,17,nevada,lincoln,5178,2016
4,8,32,19,nevada,lyon,52854,2016
4,8,32,21,nevada,mineral,4396,2016
4,8,32,23,nevada,nye,43399,2016
4,8,32,27,nevada,pershing,6606,2016
4,8,32,29,nevada,storey,3989,2016
4,8,32,31,nevada,washoe,452429,2016
4,8,32,33,nevada,white pine,9744,2016
4,8,32,510,nevada,carson city,54283,2016
1,1,33,1,new hampshire,belknap,60606,2016
1,1,33,3,new hampshire,carroll,47399,2016
1,1,33,5,new hampshire,cheshire,75697,2016
1,1,33,7,new hampshire,coos,31923,2016
1,1,33,9,new hampshire,grafton,89311,2016
1,1,33,11,new hampshire,hillsborough,407718,2016
1,1,33,13,new hampshire,merrimack,148133,2016
1,1,33,15,new hampshire,rockingham,303922,2016
1,1,33,17,new hampshire,strafford,127270,2016
1,1,33,19,new hampshire,sullivan,43036,2016
1,2,34,1,new jersey,atlantic,270830,2016
1,2,34,3,new jersey,bergen,942387,2016
1,2,34,5,new jersey,burlington,448342,2016
1,2,34,7,new jersey,camden,510741,2016
1,2,34,9,new jersey,cape may,93920,2016
1,2,34,11,new jersey,cumberland,153914,2016
1,2,34,13,new jersey,essex,803876,2016
1,2,34,15,new jersey,gloucester,291703,2016
1,2,34,17,new jersey,hudson,686391,2016
1,2,34,19,new jersey,hunterdon,125061,2016
1,2,34,21,new jersey,mercer,373660,2016
1,2,34,23,new jersey,middlesex,839986,2016
1,2,34,25,new jersey,monmouth,626782,2016
1,2,34,27,new jersey,morris,498844,2016
1,2,34,29,new jersey,ocean,592944,2016
1,2,34,31,new jersey,passaic,511265,2016
1,2,34,33,new jersey,salem,63158,2016
1,2,34,35,new jersey,somerset,334373,2016
1,2,34,37,new jersey,sussex,142288,2016
1,2,34,39,new jersey,union,561106,2016
1,2,34,41,new jersey,warren,106845,2016
4,8,35,1,new mexico,bernalillo,675588,2016
4,8,35,3,new mexico,catron,3532,2016
4,8,35,5,new mexico,chaves,65371,2016
4,8,35,6,new mexico,cibola,26996,2016
4,8,35,7,new mexico,colfax,12262,2016
4,8,35,9,new mexico,curry,50168,2016
4,8,35,11,new mexico,de baca,1841,2016
4,8,35,13,new mexico,dona ana,213874,2016
4,8,35,15,new mexico,eddy,57456,2016
4,8,35,17,new mexico,grant,28033,2016
4,8,35,19,new mexico,guadalupe,4372,2016
4,8,35,21,new mexico,harding,692,2016
4,8,35,23,new mexico,hidalgo,4330,2016
4,8,35,25,new mexico,lea,69850,2016
4,8,35,27,new mexico,lincoln,19294,2016
4,8,35,28,new mexico,los alamos,18152,2016
4,8,35,29,new mexico,luna,24288,2016
4,8,35,31,new mexico,mckinley,72958,2016
4,8,35,33,new mexico,mora,4547,2016
4,8,35,35,new mexico,otero,65184,2016
4,8,35,37,new mexico,quay,8381,2016
4,8,35,39,new mexico,rio arriba,39158,2016
4,8,35,41,new mexico,roosevelt,19082,2016
4,8,35,43,new mexico,sandoval,140224,2016
4,8,35,45,new mexico,san juan,127772,2016
4,8,35,47,new mexico,san miguel,27956,2016
4,8,35,49,new mexico,santa fe,147943,2016
4,8,35,51,new mexico,sierra,11134,2016
4,8,35,53,new mexico,socorro,16919,2016
4,8,35,55,new mexico,taos,32857,2016
4,8,35,57,new mexico,torrance,15426,2016
4,8,35,59,new mexico,union,4153,2016
4,8,35,61,new mexico,valencia,75639,2016
1,2,36,1,new york,albany,309080,2016
1,2,36,3,new york,allegany,47110,2016
1,2,36,5,new york,bronx,1468976,2016
1,2,36,7,new york,broome,194830,2016
1,2,36,9,new york,cattaraugus,77761,2016
1,2,36,11,new york,cayuga,77757,2016
1,2,36,13,new york,chautauqua,129638,2016
1,2,36,15,new york,chemung,86040,2016
1,2,36,17,new york,chenango,48323,2016
1,2,36,19,new york,clinton,80973,2016
1,2,36,21,new york,columbia,61010,2016
1,2,36,23,new york,cortland,47934,2016
1,2,36,25,new york,delaware,45425,2016
1,2,36,27,new york,dutchess,294567,2016
1,2,36,29,new york,erie,923116,2016
1,2,36,31,new york,essex,38014,2016
1,2,36,33,new york,franklin,51139,2016
1,2,36,35,new york,fulton,53696,2016
1,2,36,37,new york,genesee,58163,2016
1,2,36,39,new york,greene,47516,2016
1,2,36,41,new york,hamilton,4566,2016
1,2,36,43,new york,herkimer,62479,2016
1,2,36,45,new york,jefferson,114084,2016
1,2,36,47,new york,kings,2650859,2016
1,2,36,49,new york,lewis,26646,2016
1,2,36,51,new york,livingston,64202,2016
1,2,36,53,new york,madison,71389,2016
1,2,36,55,new york,monroe,747326,2016
1,2,36,57,new york,montgomery,49266,2016
1,2,36,59,new york,nassau,1365857,2016
1,2,36,61,new york,new york,1662164,2016
1,2,36,63,new york,niagara,211798,2016
1,2,36,65,new york,oneida,231273,2016
1,2,36,67,new york,onondaga,466635,2016
1,2,36,69,new york,ontario,109586,2016
1,2,36,71,new york,orange,379915,2016
1,2,36,73,new york,orleans,41292,2016
1,2,36,75,new york,oswego,118907,2016
1,2,36,77,new york,otsego,60343,2016
1,2,36,79,new york,putnam,99107,2016
1,2,36,81,new york,queens,2356044,2016
1,2,36,83,new york,rensselaer,159736,2016
1,2,36,85,new york,richmond,477383,2016
1,2,36,87,new york,rockland,326875,2016
1,2,36,89,new york,st. lawrence,109989,2016
1,2,36,91,new york,saratoga,227560,2016
1,2,36,93,new york,schenectady,154972,2016
1,2,36,95,new york,schoharie,31453,2016
1,2,36,97,new york,schuyler,17998,2016
1,2,36,99,new york,seneca,34781,2016
1,2,36,101,new york,steuben,96830,2016
1,2,36,103,new york,suffolk,1494334,2016
1,2,36,105,new york,sullivan,75370,2016
1,2,36,107,new york,tioga,48778,2016
1,2,36,109,new york,tompkins,104561,2016
1,2,36,111,new york,ulster,179546,2016
1,2,36,113,new york,warren,64519,2016
1,2,36,115,new york,washington,61806,2016
1,2,36,117,new york,wayne,90924,2016
1,2,36,119,new york,westchester,978604,2016
1,2,36,121,new york,wyoming,40439,2016
1,2,36,123,new york,yates,25022,2016
3,5,37,1,north carolina,alamance,159325,2016
3,5,37,3,north carolina,alexander,37270,2016
3,5,37,5,north carolina,alleghany,10945,2016
3,5,37,7,north carolina,anson,25119,2016
3,5,37,9,north carolina,ashe,26754,2016
3,5,37,11,north carolina,avery,17500,2016
3,5,37,13,north carolina,beaufort,47361,2016
3,5,37,15,north carolina,bertie,19449,2016
3,5,37,17,north carolina,bladen,33796,2016
3,5,37,19,north carolina,brunswick,126353,2016
3,5,37,21,north carolina,buncombe,255334,2016
3,5,37,23,north carolina,burke,88802,2016
3,5,37,25,north carolina,cabarrus,201573,2016
3,5,37,27,north carolina,caldwell,81787,2016
3,5,37,29,north carolina,camden,10423,2016
3,5,37,31,north carolina,carteret,68855,2016
3,5,37,33,north carolina,caswell,22742,2016
3,5,37,35,north carolina,catawba,156647,2016
3,5,37,37,north carolina,chatham,69824,2016
3,5,37,39,north carolina,cherokee,27883,2016
3,5,37,41,north carolina,chowan,14240,2016
3,5,37,43,north carolina,clay,10819,2016
3,5,37,45,north carolina,cleveland,97102,2016
3,5,37,47,north carolina,columbus,56335,2016
3,5,37,49,north carolina,craven,102857,2016
3,5,37,51,north carolina,cumberland,333538,2016
3,5,37,53,north carolina,currituck,25664,2016
3,5,37,55,north carolina,dare,35760,2016
3,5,37,57,north carolina,davidson,164504,2016
3,5,37,59,north carolina,davie,41973,2016
3,5,37,61,north carolina,duplin,59559,2016
3,5,37,63,north carolina,durham,307090,2016
3,5,37,65,north carolina,edgecombe,53293,2016
3,5,37,67,north carolina,forsyth,371614,2016
3,5,37,69,north carolina,franklin,64659,2016
3,5,37,71,north carolina,gaston,216903,2016
3,5,37,73,north carolina,gates,11593,2016
3,5,37,75,north carolina,graham,8548,2016
3,5,37,77,north carolina,granville,58824,2016
3,5,37,79,north carolina,greene,21144,2016
3,5,37,81,north carolina,guilford,521996,2016
3,5,37,83,north carolina,halifax,51871,2016
3,5,37,85,north carolina,harnett,130899,2016
3,5,37,87,north carolina,haywood,60388,2016
3,5,37,89,north carolina,henderson,113758,2016
3,5,37,91,north carolina,hertford,24096,2016
3,5,37,93,north carolina,hoke,53108,2016
3,5,37,95,north carolina,hyde,5476,2016
3,5,37,97,north carolina,iredell,172529,2016
3,5,37,99,north carolina,jackson,42268,2016
3,5,37,101,north carolina,johnston,191094,2016
3,5,37,103,north carolina,jones,9625,2016
3,5,37,105,north carolina,lee,59746,2016
3,5,37,107,north carolina,lenoir,57432,2016
3,5,37,109,north carolina,lincoln,81075,2016
3,5,37,111,north carolina,mcdowell,44989,2016
3,5,37,113,north carolina,macon,34309,2016
3,5,37,115,north carolina,madison,21434,2016
3,5,37,117,north carolina,martin,23081,2016
3,5,37,119,north carolina,mecklenburg,1057237,2016
3,5,37,121,north carolina,mitchell,15068,2016
3,5,37,123,north carolina,montgomery,27438,2016
3,5,37,125,north carolina,moore,95392,2016
3,5,37,127,north carolina,nash,94008,2016
3,5,37,129,north carolina,new hanover,223234,2016
3,5,37,131,north carolina,northampton,20166,2016
3,5,37,133,north carolina,onslow,192199,2016
3,5,37,135,north carolina,orange,142723,2016
3,5,37,137,north carolina,pamlico,12799,2016
3,5,37,139,north carolina,pasquotank,39615,2016
3,5,37,141,north carolina,pender,58897,2016
3,5,37,143,north carolina,perquimans,13427,2016
3,5,37,145,north carolina,person,39283,2016
3,5,37,147,north carolina,pitt,177627,2016
3,5,37,149,north carolina,polk,20421,2016
3,5,37,151,north carolina,randolph,143209,2016
3,5,37,153,north carolina,richmond,45054,2016
3,5,37,155,north carolina,robeson,133514,2016
3,5,37,157,north carolina,rockingham,91359,2016
3,5,37,159,north carolina,rowan,139529,2016
3,5,37,161,north carolina,rutherford,66305,2016
3,5,37,163,north carolina,sampson,63363,2016
3,5,37,165,north carolina,scotland,35250,2016
3,5,37,167,north carolina,stanly,60880,2016
3,5,37,169,north carolina,stokes,45891,2016
3,5,37,171,north carolina,surry,72049,2016
3,5,37,173,north carolina,swain,14187,2016
3,5,37,175,north carolina,transylvania,33471,2016
3,5,37,177,north carolina,tyrrell,4039,2016
3,5,37,179,north carolina,union,226540,2016
3,5,37,181,north carolina,vance,44426,2016
3,5,37,183,north carolina,wake,1049143,2016
3,5,37,185,north carolina,warren,19889,2016
3,5,37,187,north carolina,washington,12132,2016
3,5,37,189,north carolina,watauga,54099,2016
3,5,37,191,north carolina,wayne,124476,2016
3,5,37,193,north carolina,wilkes,68634,2016
3,5,37,195,north carolina,wilson,81433,2016
3,5,37,197,north carolina,yadkin,37726,2016
3,5,37,199,north carolina,yancey,17622,2016
2,4,38,1,north dakota,adams,2348,2016
2,4,38,3,north dakota,barnes,10929,2016
2,4,38,5,north dakota,benson,6851,2016
2,4,38,7,north dakota,billings,953,2016
2,4,38,9,north dakota,bottineau,6579,2016
2,4,38,11,north dakota,bowman,3230,2016
2,4,38,13,north dakota,burke,2227,2016
2,4,38,15,north dakota,burleigh,94429,2016
2,4,38,17,north dakota,cass,174625,2016
2,4,38,19,north dakota,cavalier,3810,2016
2,4,38,21,north dakota,dickey,4995,2016
2,4,38,23,north dakota,divide,2389,2016
2,4,38,25,north dakota,dunn,4373,2016
2,4,38,27,north dakota,eddy,2288,2016
2,4,38,29,north dakota,emmons,3335,2016
2,4,38,31,north dakota,foster,3310,2016
2,4,38,33,north dakota,golden valley,1861,2016
2,4,38,35,north dakota,grand forks,70596,2016
2,4,38,37,north dakota,grant,2396,2016
2,4,38,39,north dakota,griggs,2262,2016
2,4,38,41,north dakota,hettinger,2599,2016
2,4,38,43,north dakota,kidder,2463,2016
2,4,38,45,north dakota,lamoure,4114,2016
2,4,38,47,north dakota,logan,1932,2016
2,4,38,49,north dakota,mchenry,5988,2016
2,4,38,51,north dakota,mcintosh,2604,2016
2,4,38,53,north dakota,mckenzie,12616,2016
2,4,38,55,north dakota,mclean,9665,2016
2,4,38,57,north dakota,mercer,8637,2016
2,4,38,59,north dakota,morton,30615,2016
2,4,38,61,north dakota,mountrail,10245,2016
2,4,38,63,north dakota,nelson,2901,2016
2,4,38,65,north dakota,oliver,1898,2016
2,4,38,67,north dakota,pembina,7063,2016
2,4,38,69,north dakota,pierce,4213,2016
2,4,38,71,north dakota,ramsey,11514,2016
2,4,38,73,north dakota,ransom,5373,2016
2,4,38,75,north dakota,renville,2523,2016
2,4,38,77,north dakota,richland,16338,2016
2,4,38,79,north dakota,rolette,14667,2016
2,4,38,81,north dakota,sargent,3890,2016
2,4,38,83,north dakota,sheridan,1347,2016
2,4,38,85,north dakota,sioux,4455,2016
2,4,38,87,north dakota,slope,784,2016
2,4,38,89,north dakota,stark,30856,2016
2,4,38,91,north dakota,steele,1913,2016
2,4,38,93,north dakota,stutsman,21009,2016
2,4,38,95,north dakota,towner,2247,2016
2,4,38,97,north dakota,traill,8025,2016
2,4,38,99,north dakota,walsh,10862,2016
2,4,38,101,north dakota,ward,70153,2016
2,4,38,103,north dakota,wells,4058,2016
2,4,38,105,north dakota,williams,34195,2016
2,3,39,1,ohio,adams,27832,2016
2,3,39,3,ohio,allen,103626,2016
2,3,39,5,ohio,ashland,53417,2016
2,3,39,7,ohio,ashtabula,98169,2016
2,3,39,9,ohio,athens,66320,2016
2,3,39,11,ohio,auglaize,45797,2016
2,3,39,13,ohio,belmont,68568,2016
2,3,39,15,ohio,brown,43644,2016
2,3,39,17,ohio,butler,377933,2016
2,3,39,19,ohio,carroll,27637,2016
2,3,39,21,ohio,champaign,38737,2016
2,3,39,23,ohio,clark,134621,2016
2,3,39,25,ohio,clermont,203016,2016
2,3,39,27,ohio,clinton,41881,2016
2,3,39,29,ohio,columbiana,103744,2016
2,3,39,31,ohio,coshocton,36644,2016
2,3,39,33,ohio,crawford,42037,2016
2,3,39,35,ohio,cuyahoga,1253454,2016
2,3,39,37,ohio,darke,51636,2016
2,3,39,39,ohio,defiance,38121,2016
2,3,39,41,ohio,delaware,196777,2016
2,3,39,43,ohio,erie,74944,2016
2,3,39,45,ohio,fairfield,152681,2016
2,3,39,47,ohio,fayette,28662,2016
2,3,39,49,ohio,franklin,1269998,2016
2,3,39,51,ohio,fulton,42325,2016
2,3,39,53,ohio,gallia,29996,2016
2,3,39,55,ohio,geauga,93848,2016
2,3,39,57,ohio,greene,165109,2016
2,3,39,59,ohio,guernsey,39200,2016
2,3,39,61,ohio,hamilton,810087,2016
2,3,39,63,ohio,hancock,75590,2016
2,3,39,65,ohio,hardin,31407,2016
2,3,39,67,ohio,harrison,15257,2016
2,3,39,69,ohio,henry,27269,2016
2,3,39,71,ohio,highland,42993,2016
2,3,39,73,ohio,hocking,28386,2016
2,3,39,75,ohio,holmes,43832,2016
2,3,39,77,ohio,huron,58391,2016
2,3,39,79,ohio,jackson,32534,2016
2,3,39,81,ohio,jefferson,66914,2016
2,3,39,83,ohio,knox,60832,2016
2,3,39,85,ohio,lake,229270,2016
2,3,39,87,ohio,lawrence,60729,2016
2,3,39,89,ohio,licking,171822,2016
2,3,39,91,ohio,logan,45171,2016
2,3,39,93,ohio,lorain,306590,2016
2,3,39,95,ohio,lucas,432562,2016
2,3,39,97,ohio,madison,43354,2016
2,3,39,99,ohio,mahoning,230169,2016
2,3,39,101,ohio,marion,65334,2016
2,3,39,103,ohio,medina,176903,2016
2,3,39,105,ohio,meigs,23177,2016
2,3,39,107,ohio,mercer,40710,2016
2,3,39,109,ohio,miami,104382,2016
2,3,39,111,ohio,monroe,14097,2016
2,3,39,113,ohio,montgomery,531395,2016
2,3,39,115,ohio,morgan,14762,2016
2,3,39,117,ohio,morrow,34954,2016
2,3,39,119,ohio,muskingum,85929,2016
2,3,39,121,ohio,noble,14443,2016
2,3,39,123,ohio,ottawa,40495,2016
2,3,39,125,ohio,paulding,18839,2016
2,3,39,127,ohio,perry,36019,2016
2,3,39,129,ohio,pickaway,57530,2016
2,3,39,131,ohio,pike,28237,2016
2,3,39,133,ohio,portage,162162,2016
2,3,39,135,ohio,preble,41105,2016
2,3,39,137,ohio,putnam,34016,2016
2,3,39,139,ohio,richland,121167,2016
2,3,39,141,ohio,ross,76910,2016
2,3,39,143,ohio,sandusky,59281,2016
2,3,39,145,ohio,scioto,76240,2016
2,3,39,147,ohio,seneca,55357,2016
2,3,39,149,ohio,shelby,48726,2016
2,3,39,151,ohio,stark,373528,2016
2,3,39,153,ohio,summit,540394,2016
2,3,39,155,ohio,trumbull,201701,2016
2,3,39,157,ohio,tuscarawas,92485,2016
2,3,39,159,ohio,union,55456,2016
2,3,39,161,ohio,van wert,28166,2016
2,3,39,163,ohio,vinton,13021,2016
2,3,39,165,ohio,warren,226476,2016
2,3,39,167,ohio,washington,60535,2016
2,3,39,169,ohio,wayne,116422,2016
2,3,39,171,ohio,williams,36921,2016
2,3,39,173,ohio,wood,129704,2016
2,3,39,175,ohio,wyandot,22042,2016
3,7,40,1,oklahoma,adair,22111,2016
3,7,40,3,oklahoma,alfalfa,5914,2016
3,7,40,5,oklahoma,atoka,13925,2016
3,7,40,7,oklahoma,beaver,5400,2016
3,7,40,9,oklahoma,beckham,22432,2016
3,7,40,11,oklahoma,blaine,9571,2016
3,7,40,13,oklahoma,bryan,45492,2016
3,7,40,15,oklahoma,caddo,29542,2016
3,7,40,17,oklahoma,canadian,136303,2016
3,7,40,19,oklahoma,carter,48359,2016
3,7,40,21,oklahoma,cherokee,48751,2016
3,7,40,23,oklahoma,choctaw,14915,2016
3,7,40,25,oklahoma,cimarron,2170,2016
3,7,40,27,oklahoma,cleveland,277670,2016
3,7,40,29,oklahoma,coal,5642,2016
3,7,40,31,oklahoma,comanche,121398,2016
3,7,40,33,oklahoma,cotton,5913,2016
3,7,40,35,oklahoma,craig,14460,2016
3,7,40,37,oklahoma,creek,71038,2016
3,7,40,39,oklahoma,custer,29045,2016
3,7,40,41,oklahoma,delaware,41880,2016
3,7,40,43,oklahoma,dewey,4886,2016
3,7,40,45,oklahoma,ellis,4083,2016
3,7,40,47,oklahoma,garfield,62384,2016
3,7,40,49,oklahoma,garvin,27942,2016
3,7,40,51,oklahoma,grady,54727,2016
3,7,40,53,oklahoma,grant,4453,2016
3,7,40,55,oklahoma,greer,5965,2016
3,7,40,57,oklahoma,harmon,2693,2016
3,7,40,59,oklahoma,harper,3794,2016
3,7,40,61,oklahoma,haskell,12646,2016
3,7,40,63,oklahoma,hughes,13422,2016
3,7,40,65,oklahoma,jackson,25397,2016
3,7,40,67,oklahoma,jefferson,6250,2016
3,7,40,69,oklahoma,johnston,11091,2016
3,7,40,71,oklahoma,kay,44983,2016
3,7,40,73,oklahoma,kingfisher,15566,2016
3,7,40,75,oklahoma,kiowa,9028,2016
3,7,40,77,oklahoma,latimer,10562,2016
3,7,40,79,oklahoma,le flore,49842,2016
3,7,40,81,oklahoma,lincoln,34954,2016
3,7,40,83,oklahoma,logan,46002,2016
3,7,40,85,oklahoma,love,9978,2016
3,7,40,87,oklahoma,mcclain,38599,2016
3,7,40,89,oklahoma,mccurtain,32919,2016
3,7,40,91,oklahoma,mcintosh,19759,2016
3,7,40,93,oklahoma,major,7741,2016
3,7,40,95,oklahoma,marshall,16249,2016
3,7,40,97,oklahoma,mayes,40972,2016
3,7,40,99,oklahoma,murray,13862,2016
3,7,40,101,oklahoma,muskogee,69046,2016
3,7,40,103,oklahoma,noble,11364,2016
3,7,40,105,oklahoma,nowata,10401,2016
3,7,40,107,oklahoma,okfuskee,12107,2016
3,7,40,109,oklahoma,oklahoma,784208,2016
3,7,40,111,oklahoma,okmulgee,39104,2016
3,7,40,113,oklahoma,osage,47317,2016
3,7,40,115,oklahoma,ottawa,31523,2016
3,7,40,117,oklahoma,pawnee,16505,2016
3,7,40,119,oklahoma,payne,81249,2016
3,7,40,121,oklahoma,pittsburg,44395,2016
3,7,40,123,oklahoma,pontotoc,38443,2016
3,7,40,125,oklahoma,pottawatomie,71982,2016
3,7,40,127,oklahoma,pushmataha,11064,2016
3,7,40,129,oklahoma,roger mills,3690,2016
3,7,40,131,oklahoma,rogers,90951,2016
3,7,40,133,oklahoma,seminole,25164,2016
3,7,40,135,oklahoma,sequoyah,41364,2016
3,7,40,137,oklahoma,stephens,43993,2016
3,7,40,139,oklahoma,texas,21131,2016
3,7,40,141,oklahoma,tillman,7530,2016
3,7,40,143,oklahoma,tulsa,645042,2016
3,7,40,145,oklahoma,wagoner,77508,2016
3,7,40,147,oklahoma,washington,51914,2016
3,7,40,149,oklahoma,washita,11474,2016
3,7,40,151,oklahoma,woods,9134,2016
3,7,40,153,oklahoma,woodward,20924,2016
4,9,41,1,oregon,baker,15948,2016
4,9,41,3,oregon,benton,89296,2016
4,9,41,5,oregon,clackamas,406680,2016
4,9,41,7,oregon,clatsop,38637,2016
4,9,41,9,oregon,columbia,50886,2016
4,9,41,11,oregon,coos,63375,2016
4,9,41,13,oregon,crook,22344,2016
4,9,41,15,oregon,curry,22588,2016
4,9,41,17,oregon,deschutes,180675,2016
4,9,41,19,oregon,douglas,108100,2016
4,9,41,21,oregon,gilliam,1859,2016
4,9,41,23,oregon,grant,7184,2016
4,9,41,25,oregon,harney,7261,2016
4,9,41,27,oregon,hood river,23064,2016
4,9,41,29,oregon,jackson,214706,2016
4,9,41,31,oregon,jefferson,23119,2016
4,9,41,33,oregon,josephine,85338,2016
4,9,41,35,oregon,klamath,66283,2016
4,9,41,37,oregon,lake,7820,2016
4,9,41,39,oregon,lane,368283,2016
4,9,41,41,oregon,lincoln,47897,2016
4,9,41,43,oregon,linn,122700,2016
4,9,41,45,oregon,malheur,30393,2016
4,9,41,47,oregon,marion,335766,2016
4,9,41,49,oregon,morrow,11219,2016
4,9,41,51,oregon,multnomah,801539,2016
4,9,41,53,oregon,polk,81442,2016
4,9,41,55,oregon,sherman,1717,2016
4,9,41,57,oregon,tillamook,26209,2016
4,9,41,59,oregon,umatilla,76649,2016
4,9,41,61,oregon,union,26043,2016
4,9,41,63,oregon,wallowa,6916,2016
4,9,41,65,oregon,wasco,25871,2016
4,9,41,67,oregon,washington,582739,2016
4,9,41,69,oregon,wheeler,1326,2016
4,9,41,71,oregon,yamhill,104117,2016
1,2,42,1,pennsylvania,adams,101684,2016
1,2,42,3,pennsylvania,allegheny,1227553,2016
1,2,42,5,pennsylvania,armstrong,66132,2016
1,2,42,7,pennsylvania,beaver,167123,2016
1,2,42,9,pennsylvania,bedford,48652,2016
1,2,42,11,pennsylvania,berks,415732,2016
1,2,42,13,pennsylvania,blair,123927,2016
1,2,42,15,pennsylvania,bradford,60986,2016
1,2,42,17,pennsylvania,bucks,626751,2016
1,2,42,19,pennsylvania,butler,186207,2016
1,2,42,21,pennsylvania,cambria,134313,2016
1,2,42,23,pennsylvania,cameron,4683,2016
1,2,42,25,pennsylvania,carbon,63515,2016
1,2,42,27,pennsylvania,centre,162083,2016
1,2,42,29,pennsylvania,chester,516489,2016
1,2,42,31,pennsylvania,clarion,38558,2016
1,2,42,33,pennsylvania,clearfield,80035,2016
1,2,42,35,pennsylvania,clinton,38985,2016
1,2,42,37,pennsylvania,columbia,66152,2016
1,2,42,39,pennsylvania,crawford,86505,2016
1,2,42,41,pennsylvania,cumberland,247901,2016
1,2,42,43,pennsylvania,dauphin,274121,2016
1,2,42,45,pennsylvania,delaware,563995,2016
1,2,42,47,pennsylvania,elk,30423,2016
1,2,42,49,pennsylvania,erie,276321,2016
1,2,42,51,pennsylvania,fayette,132392,2016
1,2,42,53,pennsylvania,forest,7306,2016
1,2,42,55,pennsylvania,franklin,153564,2016
1,2,42,57,pennsylvania,fulton,14617,2016
1,2,42,59,pennsylvania,greene,37158,2016
1,2,42,61,pennsylvania,huntingdon,45503,2016
1,2,42,63,pennsylvania,indiana,85256,2016
1,2,42,65,pennsylvania,jefferson,43955,2016
1,2,42,67,pennsylvania,juniata,24475,2016
1,2,42,69,pennsylvania,lackawanna,210872,2016
1,2,42,71,pennsylvania,lancaster,539137,2016
1,2,42,73,pennsylvania,lawrence,87631,2016
1,2,42,75,pennsylvania,lebanon,138557,2016
1,2,42,77,pennsylvania,lehigh,363113,2016
1,2,42,79,pennsylvania,luzerne,316801,2016
1,2,42,81,pennsylvania,lycoming,114708,2016
1,2,42,83,pennsylvania,mckean,41518,2016
1,2,42,85,pennsylvania,mercer,112673,2016
1,2,42,87,pennsylvania,mifflin,46316,2016
1,2,42,89,pennsylvania,monroe,166516,2016
1,2,42,91,pennsylvania,montgomery,820656,2016
1,2,42,93,pennsylvania,montour,18230,2016
1,2,42,95,pennsylvania,northampton,301760,2016
1,2,42,97,pennsylvania,northumberland,92479,2016
1,2,42,99,pennsylvania,perry,45986,2016
1,2,42,101,pennsylvania,philadelphia,1574765,2016
1,2,42,103,pennsylvania,pike,55191,2016
1,2,42,105,pennsylvania,potter,16925,2016
1,2,42,107,pennsylvania,schuylkill,143335,2016
1,2,42,109,pennsylvania,snyder,40667,2016
1,2,42,111,pennsylvania,somerset,75070,2016
1,2,42,113,pennsylvania,sullivan,6089,2016
1,2,42,115,pennsylvania,susquehanna,41238,2016
1,2,42,117,pennsylvania,tioga,41227,2016
1,2,42,119,pennsylvania,union,45440,2016
1,2,42,121,pennsylvania,venango,52469,2016
1,2,42,123,pennsylvania,warren,39998,2016
1,2,42,125,pennsylvania,washington,207341,2016
1,2,42,127,pennsylvania,wayne,51230,2016
1,2,42,129,pennsylvania,westmoreland,354788,2016
1,2,42,131,pennsylvania,wyoming,27498,2016
1,2,42,133,pennsylvania,york,443809,2016
1,1,44,1,rhode island,bristol,48878,2016
1,1,44,3,rhode island,kent,163690,2016
1,1,44,5,rhode island,newport,83495,2016
1,1,44,7,rhode island,providence,635522,2016
1,1,44,9,rhode island,washington,125981,2016
3,5,45,1,south carolina,abbeville,24717,2016
3,5,45,3,south carolina,aiken,166922,2016
3,5,45,5,south carolina,allendale,9059,2016
3,5,45,7,south carolina,anderson,195968,2016
3,5,45,9,south carolina,bamberg,14530,2016
