Region,Division,StateNum,CountyNum,State,County,Population,Year
3,6,21,219,kentucky,todd,12362,2016
3,6,21,221,kentucky,trigg,14313,2016
3,6,21,223,kentucky,trimble,8627,2016
3,6,21,225,kentucky,union,14792,2016
3,6,21,227,kentucky,warren,126341,2016
3,6,21,229,kentucky,washington,12130,2016
3,6,21,231,kentucky,wayne,20753,2016
3,6,21,233,kentucky,webster,13174,2016
3,6,21,235,kentucky,whitley,36103,2016
3,6,21,237,kentucky,wolfe,7215,2016
3,6,21,239,kentucky,woodford,26091,2016
3,7,22,1,louisiana,acadia parish,62800,2016
3,7,22,3,louisiana,allen parish,25686,2016
3,7,22,5,louisiana,ascension parish,121488,2016
3,7,22,7,louisiana,assumption parish,22755,2016
3,7,22,9,louisiana,avoyelles parish,41040,2016
3,7,22,11,louisiana,beauregard parish,36998,2016
3,7,22,13,louisiana,bienville parish,13806,2016
3,7,22,15,louisiana,bossier parish,126252,2016
3,7,22,17,louisiana,caddo parish,249145,2016
3,7,22,19,louisiana,calcasieu parish,200632,2016
3,7,22,21,louisiana,caldwell parish,10071,2016
3,7,22,23,louisiana,cameron parish,6886,2016
3,7,22,25,louisiana,catahoula parish,9910,2016
3,7,22,27,louisiana,claiborne parish,16164,2016
3,7,22,29,louisiana,concordia parish,19994,2016
3,7,22,31,louisiana,de soto parish,27211,2016
3,7,22,33,louisiana,east baton rouge parish,447731,2016
3,7,22,35,louisiana,east carroll parish,7249,2016
3,7,22,37,louisiana,east feliciana parish,19523,2016
3,7,22,39,louisiana,evangeline parish,33710,2016
3,7,22,41,louisiana,franklin parish,20364,2016
3,7,22,43,louisiana,grant parish,22297,2016
3,7,22,45,louisiana,iberia parish,73077,2016
3,7,22,47,louisiana,iberville parish,32917,2016
3,7,22,49,louisiana,jackson parish,15847,2016
3,7,22,51,louisiana,jefferson parish,438485,2016
3,7,22,53,louisiana,jefferson davis parish,31370,2016
3,7,22,55,louisiana,lafayette parish,241746,2016
3,7,22,57,louisiana,lafourche parish,98617,2016
3,7,22,59,louisiana,lasalle parish,15052,2016
3,7,22,61,louisiana,lincoln parish,47647,2016
3,7,22,63,louisiana,livingston parish,140080,2016
3,7,22,65,louisiana,madison parish,11485,2016
3,7,22,67,louisiana,morehouse parish,25914,2016
3,7,22,69,louisiana,natchitoches parish,38995,2016
3,7,22,71,louisiana,orleans parish,393021,2016
3,7,22,73,louisiana,ouachita parish,156937,2016
3,7,22,75,louisiana,plaquemines parish,23327,2016
3,7,22,77,louisiana,pointe coupee parish,22156,2016
3,7,22,79,louisiana,rapides parish,132097,2016
3,7,22,81,louisiana,red river parish,8634,2016
3,7,22,83,louisiana,richland parish,20452,2016
3,7,22,85,louisiana,sabine parish,24093,2016
3,7,22,87,louisiana,st. bernard parish,45814,2016
3,7,22,89,louisiana,st. charles parish,52864,2016
3,7,22,91,louisiana,st. helena parish,10439,2016
3,7,22,93,louisiana,st. james parish,21432,2016
3,7,22,95,louisiana,st. john the baptist parish,43480,2016
3,7,22,97,louisiana,st. landry parish,83703,2016
3,7,22,99,louisiana,st. martin parish,53809,2016
3,7,22,101,louisiana,st. mary parish,52174,2016
3,7,22,103,louisiana,st. tammany parish,252772,2016
3,7,22,105,louisiana,tangipahoa parish,130623,2016
3,7,22,107,louisiana,tensas parish,4677,2016
3,7,22,109,louisiana,terrebonne parish,113123,2016
3,7,22,111,louisiana,union parish,22609,2016
3,7,22,113,louisiana,vermilion parish,60214,2016
3,7,22,115,louisiana,vernon parish,51621,2016
3,7,22,117,louisiana,washington parish,46424,2016
3,7,22,119,louisiana,webster parish,39795,2016
3,7,22,121,louisiana,west baton rouge parish,25937,2016
3,7,22,123,louisiana,west carroll parish,11128,2016
3,7,22,125,louisiana,west feliciana parish,15325,2016
3,7,22,127,louisiana,winn parish,14533,2016
1,1,23,1,maine,androscoggin,107269,2016
1,1,23,3,maine,aroostook,68116,2016
1,1,23,5,maine,cumberland,290905,2016
1,1,23,7,maine,franklin,30071,2016
1,1,23,9,maine,hancock,54398,2016
1,1,23,11,maine,kennebec,121328,2016
1,1,23,13,maine,knox,39655,2016
1,1,23,15,maine,lincoln,33993,2016
1,1,23,17,maine,oxford,57096,2016
1,1,23,19,maine,penobscot,151515,2016
1,1,23,21,maine,piscataquis,16876,2016
1,1,23,23,maine,sagadahoc,35133,2016
1,1,23,25,maine,somerset,50663,2016
1,1,23,27,maine,waldo,39425,2016
1,1,23,29,maine,washington,31566,2016
1,1,23,31,maine,york,202223,2016
3,5,24,1,maryland,allegany,72194,2016
3,5,24,3,maryland,anne arundel,568916,2016
3,5,24,5,maryland,baltimore,831431,2016
3,5,24,9,maryland,calvert,91099,2016
3,5,24,11,maryland,caroline,32887,2016
3,5,24,13,maryland,carroll,167140,2016
3,5,24,15,maryland,cecil,102701,2016
3,5,24,17,maryland,charles,157430,2016
3,5,24,19,maryland,dorchester,32267,2016
3,5,24,21,maryland,frederick,247881,2016
3,5,24,23,maryland,garrett,29344,2016
3,5,24,25,maryland,harford,250439,2016
3,5,24,27,maryland,howard,316966,2016
3,5,24,29,maryland,kent,19654,2016
3,5,24,31,maryland,montgomery,1048332,2016
3,5,24,33,maryland,prince george's,911154,2016
3,5,24,35,maryland,queen anne's,49178,2016
3,5,24,37,maryland,st. mary's,111835,2016
3,5,24,39,maryland,somerset,25833,2016
3,5,24,41,maryland,talbot,37204,2016
3,5,24,43,maryland,washington,149810,2016
3,5,24,45,maryland,wicomico,102585,2016
3,5,24,47,maryland,worcester,51514,2016
3,5,24,510,maryland,baltimore city,616958,2016
1,1,25,1,massachusetts,barnstable,213440,2016
1,1,25,3,massachusetts,berkshire,126858,2016
1,1,25,5,massachusetts,bristol,558312,2016
1,1,25,7,massachusetts,dukes,17312,2016
1,1,25,9,massachusetts,essex,780633,2016
1,1,25,11,massachusetts,franklin,70618,2016
1,1,25,13,massachusetts,hampden,469003,2016
1,1,25,15,massachusetts,hampshire,161658,2016
1,1,25,17,massachusetts,middlesex,1594314,2016
1,1,25,19,massachusetts,nantucket,11089,2016
1,1,25,21,massachusetts,norfolk,696818,2016
1,1,25,23,massachusetts,plymouth,511820,2016
1,1,25,25,massachusetts,suffolk,791165,2016
1,1,25,27,massachusetts,worcester,820681,2016
2,3,26,1,michigan,alcona,10383,2016
2,3,26,3,michigan,alger,9115,2016
2,3,26,5,michigan,allegan,114955,2016
2,3,26,7,michigan,alpena,28657,2016
2,3,26,9,michigan,antrim,23066,2016
2,3,26,11,michigan,arenac,15127,2016
2,3,26,13,michigan,baraga,8536,2016
2,3,26,15,michigan,barry,59712,2016
2,3,26,17,michigan,bay,104481,2016
2,3,26,19,michigan,benzie,17524,2016
2,3,26,21,michigan,berrien,154157,2016
2,3,26,23,michigan,branch,43457,2016
2,3,26,25,michigan,calhoun,134178,2016
2,3,26,27,michigan,cass,51209,2016
2,3,26,29,michigan,charlevoix,26122,2016
2,3,26,31,michigan,cheboygan,25404,2016
2,3,26,33,michigan,chippewa,37696,2016
2,3,26,35,michigan,clare,30406,2016
2,3,26,37,michigan,clinton,77530,2016
2,3,26,39,michigan,crawford,13739,2016
2,3,26,41,michigan,delta,36225,2016
2,3,26,43,michigan,dickinson,25515,2016
2,3,26,45,michigan,eaton,108847,2016
2,3,26,47,michigan,emmet,32916,2016
2,3,26,49,michigan,genesee,408607,2016
2,3,26,51,michigan,gladwin,25144,2016
2,3,26,53,michigan,gogebic,15349,2016
2,3,26,55,michigan,grand traverse,91914,2016
2,3,26,57,michigan,gratiot,40932,2016
2,3,26,59,michigan,hillsdale,45767,2016
2,3,26,61,michigan,houghton,36287,2016
2,3,26,63,michigan,huron,31451,2016
2,3,26,65,michigan,ingham,287933,2016
2,3,26,67,michigan,ionia,64182,2016
2,3,26,69,michigan,iosco,25271,2016
2,3,26,71,michigan,iron,11182,2016
2,3,26,73,michigan,isabella,71133,2016
2,3,26,75,michigan,jackson,158215,2016
2,3,26,77,michigan,kalamazoo,261056,2016
2,3,26,79,michigan,kalkaska,17300,2016
2,3,26,81,michigan,kent,642909,2016
2,3,26,83,michigan,keweenaw,2139,2016
2,3,26,85,michigan,lake,11861,2016
2,3,26,87,michigan,lapeer,88141,2016
2,3,26,89,michigan,leelanau,21493,2016
2,3,26,91,michigan,lenawee,98510,2016
2,3,26,93,michigan,livingston,188358,2016
2,3,26,95,michigan,luce,6341,2016
2,3,26,97,michigan,mackinac,10694,2016
2,3,26,99,michigan,macomb,867503,2016
2,3,26,101,michigan,manistee,24438,2016
2,3,26,103,michigan,marquette,66461,2016
2,3,26,105,michigan,mason,28846,2016
2,3,26,107,michigan,mecosta,43172,2016
2,3,26,109,michigan,menominee,23221,2016
2,3,26,111,michigan,midland,83433,2016
2,3,26,113,michigan,missaukee,15032,2016
2,3,26,115,michigan,monroe,149223,2016
2,3,26,117,michigan,montcalm,62963,2016
2,3,26,119,michigan,montmorency,9206,2016
2,3,26,121,michigan,muskegon,173102,2016
2,3,26,123,michigan,newaygo,47788,2016
2,3,26,125,michigan,oakland,1245762,2016
2,3,26,127,michigan,oceana,26281,2016
2,3,26,129,michigan,ogemaw,20902,2016
2,3,26,131,michigan,ontonagon,5931,2016
2,3,26,133,michigan,osceola,23171,2016
2,3,26,135,michigan,oscoda,8262,2016
2,3,26,137,michigan,otsego,24385,2016
2,3,26,139,michigan,ottawa,283242,2016
2,3,26,141,michigan,presque isle,12725,2016
2,3,26,143,michigan,roscommon,23847,2016
2,3,26,145,michigan,saginaw,192285,2016
2,3,26,147,michigan,st. clair,159507,2016
2,3,26,149,michigan,st. joseph,60832,2016
2,3,26,151,michigan,sanilac,41392,2016
2,3,26,153,michigan,schoolcraft,7990,2016
2,3,26,155,michigan,shiawassee,68541,2016
2,3,26,157,michigan,tuscola,53235,2016
2,3,26,159,michigan,van buren,75201,2016
2,3,26,161,michigan,washtenaw,364752,2016
2,3,26,163,michigan,wayne,1756598,2016
2,3,26,165,michigan,wexford,33090,2016
2,4,27,1,minnesota,aitkin,15776,2016
2,4,27,3,minnesota,anoka,347095,2016
2,4,27,5,minnesota,becker,33752,2016
2,4,27,7,minnesota,beltrami,46011,2016
2,4,27,9,minnesota,benton,39468,2016
2,4,27,11,minnesota,big stone,5012,2016
2,4,27,13,minnesota,blue earth,66244,2016
2,4,27,15,minnesota,brown,25262,2016
2,4,27,17,minnesota,carlton,35544,2016
2,4,27,19,minnesota,carver,100327,2016
2,4,27,21,minnesota,cass,29000,2016
2,4,27,23,minnesota,chippewa,12036,2016
2,4,27,25,minnesota,chisago,54600,2016
2,4,27,27,minnesota,clay,62858,2016
2,4,27,29,minnesota,clearwater,8861,2016
2,4,27,31,minnesota,cook,5311,2016
2,4,27,33,minnesota,cottonwood,11396,2016
2,4,27,35,minnesota,crow wing,63771,2016
2,4,27,37,minnesota,dakota,417421,2016
2,4,27,39,minnesota,dodge,20547,2016
2,4,27,41,minnesota,douglas,37173,2016
2,4,27,43,minnesota,faribault,13855,2016
2,4,27,45,minnesota,fillmore,20919,2016
2,4,27,47,minnesota,freeborn,30403,2016
2,4,27,49,minnesota,goodhue,46240,2016
2,4,27,51,minnesota,grant,5931,2016
2,4,27,53,minnesota,hennepin,1237027,2016
2,4,27,55,minnesota,houston,18719,2016
2,4,27,57,minnesota,hubbard,20719,2016
2,4,27,59,minnesota,isanti,38764,2016
2,4,27,61,minnesota,itasca,45149,2016
2,4,27,63,minnesota,jackson,9942,2016
2,4,27,65,minnesota,kanabec,15882,2016
2,4,27,67,minnesota,kandiyohi,42622,2016
2,4,27,69,minnesota,kittson,4318,2016
2,4,27,71,minnesota,koochiching,12618,2016
2,4,27,73,minnesota,lac qui parle,6743,2016
2,4,27,75,minnesota,lake,10516,2016
2,4,27,77,minnesota,lake of the woods,3796,2016
2,4,27,79,minnesota,le sueur,27714,2016
2,4,27,81,minnesota,lincoln,5708,2016
2,4,27,83,minnesota,lyon,25861,2016
2,4,27,85,minnesota,mcleod,35748,2016
2,4,27,87,minnesota,mahnomen,5494,2016
2,4,27,89,minnesota,marshall,9371,2016
2,4,27,91,minnesota,martin,19890,2016
2,4,27,93,minnesota,meeker,23099,2016
2,4,27,95,minnesota,mille lacs,25614,2016
2,4,27,97,minnesota,morrison,32920,2016
2,4,27,99,minnesota,mower,39329,2016
2,4,27,101,minnesota,murray,8300,2016
2,4,27,103,minnesota,nicollet,33656,2016
2,4,27,105,minnesota,nobles,22016,2016
2,4,27,107,minnesota,norman,6538,2016
2,4,27,109,minnesota,olmsted,153183,2016
2,4,27,111,minnesota,otter tail,57981,2016
2,4,27,113,minnesota,pennington,14251,2016
2,4,27,115,minnesota,pine,28877,2016
2,4,27,117,minnesota,pipestone,9193,2016
2,4,27,119,minnesota,polk,31635,2016
2,4,27,121,minnesota,pope,10961,2016
2,4,27,123,minnesota,ramsey,542812,2016
2,4,27,125,minnesota,red lake,3996,2016
2,4,27,127,minnesota,redwood,15236,2016
2,4,27,129,minnesota,renville,14580,2016
2,4,27,131,minnesota,rice,65588,2016
2,4,27,133,minnesota,rock,9413,2016
2,4,27,135,minnesota,roseau,15559,2016
2,4,27,137,minnesota,st. louis,200018,2016
2,4,27,139,minnesota,scott,143438,2016
2,4,27,141,minnesota,sherburne,93236,2016
2,4,27,143,minnesota,sibley,14792,2016
2,4,27,145,minnesota,stearns,156571,2016
2,4,27,147,minnesota,steele,36703,2016
2,4,27,149,minnesota,stevens,9747,2016
2,4,27,151,minnesota,swift,9444,2016
2,4,27,153,minnesota,todd,24404,2016
2,4,27,155,minnesota,traverse,3322,2016
2,4,27,157,minnesota,wabasha,21447,2016
2,4,27,159,minnesota,wadena,13566,2016
2,4,27,161,minnesota,waseca,18828,2016
2,4,27,163,minnesota,washington,252976,2016
2,4,27,165,minnesota,watonwan,10911,2016
2,4,27,167,minnesota,wilkin,6345,2016
2,4,27,169,minnesota,winona,50872,2016
2,4,27,171,minnesota,wright,132387,2016
2,4,27,173,minnesota,yellow medicine,9892,2016
3,6,28,1,mississippi,adams,31440,2016
3,6,28,3,mississippi,alcorn,37240,2016
3,6,28,5,mississippi,amite,12430,2016
3,6,28,7,mississippi,attala,18566,2016
3,6,28,9,mississippi,benton,8265,2016
3,6,28,11,mississippi,bolivar,32634,2016
3,6,28,13,mississippi,calhoun,14563,2016
3,6,28,15,mississippi,carroll,10211,2016
3,6,28,17,mississippi,chickasaw,17234,2016
3,6,28,19,mississippi,choctaw,8316,2016
3,6,28,21,mississippi,claiborne,9129,2016
3,6,28,23,mississippi,clarke,15896,2016
3,6,28,25,mississippi,clay,19840,2016
3,6,28,27,mississippi,coahoma,23820,2016
3,6,28,29,mississippi,copiah,28605,2016
3,6,28,31,mississippi,covington,19188,2016
3,6,28,33,mississippi,desoto,175545,2016
3,6,28,35,mississippi,forrest,75637,2016
3,6,28,37,mississippi,franklin,7724,2016
3,6,28,39,mississippi,george,23715,2016
3,6,28,41,mississippi,greene,13482,2016
3,6,28,43,mississippi,grenada,21219,2016
3,6,28,45,mississippi,hancock,46647,2016
3,6,28,47,mississippi,harrison,202639,2016
3,6,28,49,mississippi,hinds,241818,2016
3,6,28,51,mississippi,holmes,17960,2016
3,6,28,53,mississippi,humphreys,8594,2016
3,6,28,55,mississippi,issaquena,1322,2016
3,6,28,57,mississippi,itawamba,23403,2016
3,6,28,59,mississippi,jackson,141550,2016
3,6,28,61,mississippi,jasper,16591,2016
3,6,28,63,mississippi,jefferson,7322,2016
3,6,28,65,mississippi,jefferson davis,11464,2016
3,6,28,67,mississippi,jones,68181,2016
3,6,28,69,mississippi,kemper,9954,2016
3,6,28,71,mississippi,lafayette,53479,2016
3,6,28,73,mississippi,lamar,61230,2016
3,6,28,75,mississippi,lauderdale,77228,2016
3,6,28,77,mississippi,lawrence,12803,2016
3,6,28,79,mississippi,leake,22737,2016
3,6,28,81,mississippi,lee,84816,2016
3,6,28,83,mississippi,leflore,29727,2016
3,6,28,85,mississippi,lincoln,34404,2016
3,6,28,87,mississippi,lowndes,59460,2016
3,6,28,89,mississippi,madison,103875,2016
3,6,28,91,mississippi,marion,25113,2016
3,6,28,93,mississippi,marshall,35780,2016
3,6,28,95,mississippi,monroe,35908,2016
3,6,28,97,mississippi,montgomery,10259,2016
3,6,28,99,mississippi,neshoba,29439,2016
3,6,28,101,mississippi,newton,21385,2016
3,6,28,103,mississippi,noxubee,10914,2016
3,6,28,105,mississippi,oktibbeha,49579,2016
3,6,28,107,mississippi,panola,34160,2016
3,6,28,109,mississippi,pearl river,55072,2016
3,6,28,111,mississippi,perry,12076,2016
3,6,28,113,mississippi,pike,39608,2016
3,6,28,115,mississippi,pontotoc,31437,2016
3,6,28,117,mississippi,prentiss,25394,2016
3,6,28,119,mississippi,quitman,7404,2016
3,6,28,121,mississippi,rankin,151074,2016
3,6,28,123,mississippi,scott,28378,2016
3,6,28,125,mississippi,sharkey,4534,2016
3,6,28,127,mississippi,simpson,26980,2016
3,6,28,129,mississippi,smith,15971,2016
3,6,28,131,mississippi,stone,17951,2016
3,6,28,133,mississippi,sunflower,26389,2016
3,6,28,135,mississippi,tallahatchie,14383,2016
3,6,28,137,mississippi,tate,28246,2016
3,6,28,139,mississippi,tippah,22045,2016
3,6,28,141,mississippi,tishomingo,19460,2016
3,6,28,143,mississippi,tunica,10156,2016
3,6,28,145,mississippi,union,28325,2016
3,6,28,147,mississippi,walthall,14570,2016
3,6,28,149,mississippi,warren,47041,2016
3,6,28,151,mississippi,washington,47191,2016
3,6,28,153,mississippi,wayne,20450,2016
3,6,28,155,mississippi,webster,9777,2016
3,6,28,157,mississippi,wilkinson,9008,2016
3,6,28,159,mississippi,winston,18360,2016
3,6,28,161,mississippi,yalobusha,12489,2016
3,6,28,163,mississippi,yazoo,27206,2016
2,4,29,1,missouri,adair,25223,2016
2,4,29,3,missouri,andrew,17339,2016
2,4,29,5,missouri,atchison,5310,2016
2,4,29,7,missouri,audrain,25875,2016
2,4,29,9,missouri,barry,35339,2016
2,4,29,11,missouri,barton,11859,2016
2,4,29,13,missouri,bates,16371,2016
2,4,29,15,missouri,benton,18921,2016
2,4,29,17,missouri,bollinger,12204,2016
2,4,29,19,missouri,boone,176555,2016
2,4,29,21,missouri,buchanan,89354,2016
2,4,29,23,missouri,butler,42789,2016
2,4,29,25,missouri,caldwell,9070,2016
2,4,29,27,missouri,callaway,45077,2016
2,4,29,29,missouri,camden,45009,2016
2,4,29,31,missouri,cape girardeau,78390,2016
2,4,29,33,missouri,carroll,8854,2016
2,4,29,35,missouri,carter,6207,2016
2,4,29,37,missouri,cass,102780,2016
2,4,29,39,missouri,cedar,13886,2016
2,4,29,41,missouri,chariton,7529,2016
2,4,29,43,missouri,christian,84159,2016
2,4,29,45,missouri,clark,6731,2016
2,4,29,47,missouri,clay,238762,2016
2,4,29,49,missouri,clinton,20530,2016
2,4,29,51,missouri,cole,76775,2016
2,4,29,53,missouri,cooper,17683,2016
2,4,29,55,missouri,crawford,24232,2016
2,4,29,57,missouri,dade,7606,2016
2,4,29,59,missouri,dallas,16380,2016
2,4,29,61,missouri,daviess,8233,2016
2,4,29,63,missouri,dekalb,12505,2016
2,4,29,65,missouri,dent,15425,2016
2,4,29,67,missouri,douglas,13352,2016
2,4,29,69,missouri,dunklin,30556,2016
2,4,29,71,missouri,franklin,102754,2016
2,4,29,73,missouri,gasconade,14750,2016
2,4,29,75,missouri,gentry,6637,2016
2,4,29,77,missouri,greene,287881,2016
2,4,29,79,missouri,grundy,10080,2016
2,4,29,81,missouri,harrison,8590,2016
2,4,29,83,missouri,henry,21617,2016
2,4,29,85,missouri,hickory,9374,2016
2,4,29,87,missouri,holt,4479,2016
2,4,29,89,missouri,howard,10062,2016
2,4,29,91,missouri,howell,40140,2016
2,4,29,93,missouri,iron,10147,2016
2,4,29,95,missouri,jackson,693115,2016
2,4,29,97,missouri,jasper,119298,2016
2,4,29,99,missouri,jefferson,223413,2016
2,4,29,101,missouri,johnson,53651,2016
2,4,29,103,missouri,knox,3945,2016
2,4,29,105,missouri,laclede,35427,2016
2,4,29,107,missouri,lafayette,32542,2016
2,4,29,109,missouri,lawrence,38224,2016
2,4,29,111,missouri,lewis,10083,2016
2,4,29,113,missouri,lincoln,55186,2016
2,4,29,115,missouri,linn,12140,2016
2,4,29,117,missouri,livingston,15138,2016
2,4,29,119,missouri,mcdonald,22767,2016
2,4,29,121,missouri,macon,15143,2016
2,4,29,123,missouri,madison,12231,2016
2,4,29,125,missouri,maries,8874,2016
2,4,29,127,missouri,marion,28667,2016
2,4,29,129,missouri,mercer,3658,2016
2,4,29,131,missouri,miller,24994,2016
2,4,29,133,missouri,mississippi,13737,2016
2,4,29,135,missouri,moniteau,16007,2016
2,4,29,137,missouri,monroe,8637,2016
2,4,29,139,missouri,montgomery,11477,2016
2,4,29,141,missouri,morgan,20099,2016
2,4,29,143,missouri,new madrid,17890,2016
2,4,29,145,missouri,newton,58219,2016
2,4,29,147,missouri,nodaway,22492,2016
2,4,29,149,missouri,oregon,10739,2016
2,4,29,151,missouri,osage,13596,2016
2,4,29,153,missouri,ozark,9187,2016
2,4,29,155,missouri,pemiscot,17102,2016
2,4,29,157,missouri,perry,19201,2016
2,4,29,159,missouri,pettis,42280,2016
2,4,29,161,missouri,phelps,44828,2016
2,4,29,163,missouri,pike,18504,2016
2,4,29,165,missouri,platte,98653,2016
2,4,29,167,missouri,polk,31412,2016
2,4,29,169,missouri,pulaski,52611,2016
2,4,29,171,missouri,putnam,4831,2016
2,4,29,173,missouri,ralls,10228,2016
2,4,29,175,missouri,randolph,24970,2016
2,4,29,177,missouri,ray,22721,2016
2,4,29,179,missouri,reynolds,6370,2016
2,4,29,181,missouri,ripley,13781,2016
2,4,29,183,missouri,st. charles,390795,2016
2,4,29,185,missouri,st. clair,9293,2016
2,4,29,186,missouri,ste. genevieve,17880,2016
2,4,29,187,missouri,st. francois,66393,2016
2,4,29,189,missouri,st. louis,998216,2016
2,4,29,195,missouri,saline,22852,2016
2,4,29,197,missouri,schuyler,4491,2016
2,4,29,199,missouri,scotland,4908,2016
2,4,29,201,missouri,scott,38723,2016
2,4,29,203,missouri,shannon,8244,2016
2,4,29,205,missouri,shelby,6051,2016
2,4,29,207,missouri,stoddard,29483,2016
2,4,29,209,missouri,stone,31534,2016
2,4,29,211,missouri,sullivan,6343,2016
2,4,29,213,missouri,taney,54749,2016
2,4,29,215,missouri,texas,25852,2016
2,4,29,217,missouri,vernon,20554,2016
2,4,29,219,missouri,warren,33815,2016
2,4,29,221,missouri,washington,24832,2016
2,4,29,223,missouri,wayne,13207,2016
2,4,29,225,missouri,webster,38065,2016
2,4,29,227,missouri,worth,2028,2016
2,4,29,229,missouri,wright,18275,2016
2,4,29,510,missouri,st. louis city,313144,2016
4,8,30,1,montana,beaverhead,9444,2016
4,8,30,3,montana,big horn,13371,2016
4,8,30,5,montana,blaine,6657,2016
4,8,30,7,montana,broadwater,5788,2016
4,8,30,9,montana,carbon,10498,2016
4,8,30,11,montana,carter,1177,2016
4,8,30,13,montana,cascade,81488,2016
4,8,30,15,montana,chouteau,5794,2016
4,8,30,17,montana,custer,11821,2016
4,8,30,19,montana,daniels,1734,2016
4,8,30,21,montana,dawson,9243,2016
4,8,30,23,montana,deer lodge,9069,2016
4,8,30,25,montana,fallon,3091,2016
4,8,30,27,montana,fergus,11300,2016
4,8,30,29,montana,flathead,97693,2016
4,8,30,31,montana,gallatin,104072,2016
4,8,30,33,montana,garfield,1308,2016
4,8,30,35,montana,glacier,13669,2016
4,8,30,37,montana,golden valley,815,2016
4,8,30,39,montana,granite,3292,2016
4,8,30,41,montana,hill,16446,2016
4,8,30,43,montana,jefferson,11770,2016
4,8,30,45,montana,judith basin,1949,2016
4,8,30,47,montana,lake,29711,2016
4,8,30,49,montana,lewis and clark,66792,2016
4,8,30,51,montana,liberty,2428,2016
4,8,30,53,montana,lincoln,19230,2016
4,8,30,55,montana,mccone,1739,2016
4,8,30,57,montana,madison,7969,2016
4,8,30,59,montana,meagher,1842,2016
4,8,30,61,montana,mineral,4125,2016
4,8,30,63,montana,missoula,115896,2016
4,8,30,65,montana,musselshell,4636,2016
4,8,30,67,montana,park,16098,2016
4,8,30,69,montana,petroleum,498,2016
4,8,30,71,montana,phillips,4116,2016
4,8,30,73,montana,pondera,6028,2016
4,8,30,75,montana,powder river,1752,2016
4,8,30,77,montana,powell,6848,2016
4,8,30,79,montana,prairie,1166,2016
4,8,30,81,montana,ravalli,41876,2016
4,8,30,83,montana,richland,11408,2016
4,8,30,85,montana,roosevelt,11219,2016
4,8,30,87,montana,rosebud,9265,2016
4,8,30,89,montana,sanders,11466,2016
4,8,30,91,montana,sheridan,3596,2016
4,8,30,93,montana,silver bow,34467,2016
4,8,30,95,montana,stillwater,9367,2016
4,8,30,97,montana,sweet grass,3628,2016
4,8,30,99,montana,teton,6012,2016
4,8,30,101,montana,toole,4961,2016
4,8,30,103,montana,treasure,685,2016
4,8,30,105,montana,valley,7537,2016
4,8,30,107,montana,wheatland,2111,2016
4,8,30,109,montana,wibaux,1047,2016
4,8,30,111,montana,yellowstone,157648,2016
2,4,31,1,nebraska,adams,31657,2016
2,4,31,3,nebraska,antelope,6356,2016
2,4,31,5,nebraska,arthur,470,2016
2,4,31,7,nebraska,banner,724,2016
2,4,31,9,nebraska,blaine,469,2016
2,4,31,11,nebraska,boone,5358,2016
2,4,31,13,nebraska,box butte,11192,2016
2,4,31,15,nebraska,boyd,1980,2016
2,4,31,17,nebraska,brown,2984,2016
2,4,31,19,nebraska,buffalo,49382,2016
2,4,31,21,nebraska,burt,6547,2016
2,4,31,23,nebraska,butler,8005,2016
2,4,31,25,nebraska,cass,25594,2016
2,4,31,27,nebraska,cedar,8595,2016
2,4,31,29,nebraska,chase,3954,2016
2,4,31,31,nebraska,cherry,5829,2016
2,4,31,33,nebraska,cheyenne,10066,2016
2,4,31,35,nebraska,clay,6149,2016
2,4,31,37,nebraska,colfax,10659,2016
2,4,31,39,nebraska,cuming,9001,2016
2,4,31,41,nebraska,custer,10837,2016
2,4,31,43,nebraska,dakota,20401,2016
2,4,31,45,nebraska,dawes,8912,2016
2,4,31,47,nebraska,dawson,23823,2016
2,4,31,49,nebraska,deuel,1868,2016
2,4,31,51,nebraska,dixon,5744,2016
2,4,31,53,nebraska,dodge,36567,2016
2,4,31,55,nebraska,douglas,555894,2016
2,4,31,57,nebraska,dundy,1815,2016
2,4,31,59,nebraska,fillmore,5640,2016
2,4,31,61,nebraska,franklin,3012,2016
2,4,31,63,nebraska,frontier,2650,2016
2,4,31,65,nebraska,furnas,4771,2016
2,4,31,67,nebraska,gage,21609,2016
2,4,31,69,nebraska,garden,1911,2016
2,4,31,71,nebraska,garfield,2001,2016
2,4,31,73,nebraska,gosper,2023,2016
2,4,31,75,nebraska,grant,664,2016
2,4,31,77,nebraska,greeley,2405,2016
2,4,31,79,nebraska,hall,61530,2016
2,4,31,81,nebraska,hamilton,9170,2016
2,4,31,83,nebraska,harlan,3462,2016
2,4,31,85,nebraska,hayes,891,2016
2,4,31,87,nebraska,hitchcock,2844,2016
2,4,31,89,nebraska,holt,10235,2016
2,4,31,91,nebraska,hooker,691,2016
2,4,31,93,nebraska,howard,6419,2016
2,4,31,95,nebraska,jefferson,7178,2016
2,4,31,97,nebraska,johnson,5208,2016
2,4,31,99,nebraska,kearney,6569,2016
2,4,31,101,nebraska,keith,8106,2016
2,4,31,103,nebraska,keya paha,795,2016
2,4,31,105,nebraska,kimball,3684,2016
2,4,31,107,nebraska,knox,8501,2016
2,4,31,109,nebraska,lancaster,310548,2016
2,4,31,111,nebraska,lincoln,35474,2016
2,4,31,113,nebraska,logan,797,2016
2,4,31,115,nebraska,loup,616,2016
2,4,31,117,nebraska,mcpherson,505,2016
