air_temp_set_1,altimeter_set_1,precip_accum_24_hour_set_1,relative_humidity_set_1,wind_speed_set_1,Date,State,County
,,,,,2016-01-01,IN,Pike
,,,,,2016-01-02,IN,Pike
,,,,,2016-01-03,IN,Pike
,,,,,2016-01-04,IN,Pike
,,,,,2016-01-05,IN,Pike
,,,,,2016-01-06,IN,Pike
,,,,,2016-01-07,IN,Pike
,,,,,2016-01-08,IN,Pike
,,,,,2016-01-09,IN,Pike
,,,,,2016-01-10,IN,Pike
,,,,,2016-01-11,IN,Pike
,,,,,2016-01-12,IN,Pike
,,,,,2016-01-13,IN,Pike
,,,,,2016-01-14,IN,Pike
,,,,,2016-01-15,IN,Pike
,,,,,2016-01-16,IN,Pike
,,,,,2016-01-17,IN,Pike
,,,,,2016-01-18,IN,Pike
,,,,,2016-01-19,IN,Pike
,,,,,2016-01-20,IN,Pike
,,,,,2016-01-21,IN,Pike
,,,,,2016-01-22,IN,Pike
,,,,,2016-01-23,IN,Pike
,,,,,2016-01-24,IN,Pike
,,,,,2016-01-25,IN,Pike
,,,,,2016-01-26,IN,Pike
,,,,,2016-01-27,IN,Pike
,,,,,2016-01-28,IN,Pike
,,,,,2016-01-29,IN,Pike
,,,,,2016-01-30,IN,Pike
,,,,,2016-01-31,IN,Pike
,,,,,2016-02-01,IN,Pike
,,,,,2016-02-02,IN,Pike
,,,,,2016-02-03,IN,Pike
,,,,,2016-02-04,IN,Pike
,,,,,2016-02-05,IN,Pike
,,,,,2016-02-06,IN,Pike
,,,,,2016-02-07,IN,Pike
,,,,,2016-02-08,IN,Pike
,,,,,2016-02-09,IN,Pike
,,,,,2016-02-10,IN,Pike
,,,,,2016-02-11,IN,Pike
,,,,,2016-02-12,IN,Pike
,,,,,2016-02-13,IN,Pike
,,,,,2016-02-14,IN,Pike
,,,,,2016-02-15,IN,Pike
,,,,,2016-02-16,IN,Pike
,,,,,2016-02-17,IN,Pike
,,,,,2016-02-18,IN,Pike
,,,,,2016-02-19,IN,Pike
,,,,,2016-02-20,IN,Pike
,,,,,2016-02-21,IN,Pike
,,,,,2016-02-22,IN,Pike
,,,,,2016-02-23,IN,Pike
,,,,,2016-02-24,IN,Pike
,,,,,2016-02-25,IN,Pike
,,,,,2016-02-26,IN,Pike
,,,,,2016-02-27,IN,Pike
,,,,,2016-02-28,IN,Pike
,,,,,2016-02-29,IN,Pike
,,,,,2016-03-01,IN,Pike
,,,,,2016-03-02,IN,Pike
,,,,,2016-03-03,IN,Pike
,,,,,2016-03-04,IN,Pike
,,,,,2016-03-05,IN,Pike
,,,,,2016-03-06,IN,Pike
,,,,,2016-03-07,IN,Pike
,,,,,2016-03-08,IN,Pike
,,,,,2016-03-09,IN,Pike
,,,,,2016-03-10,IN,Pike
,,,,,2016-03-11,IN,Pike
,,,,,2016-03-12,IN,Pike
,,,,,2016-03-13,IN,Pike
,,,,,2016-03-14,IN,Pike
,,,,,2016-03-15,IN,Pike
,,,,,2016-03-16,IN,Pike
,,,,,2016-03-17,IN,Pike
,,,,,2016-03-18,IN,Pike
,,,,,2016-03-19,IN,Pike
,,,,,2016-03-20,IN,Pike
,,,,,2016-03-21,IN,Pike
,,,,,2016-03-22,IN,Pike
,,,,,2016-03-23,IN,Pike
,,,,,2016-03-24,IN,Pike
,,,,,2016-03-25,IN,Pike
,,,,,2016-03-26,IN,Pike
,,,,,2016-03-27,IN,Pike
,,,,,2016-03-28,IN,Pike
,,,,,2016-03-29,IN,Pike
,,,,,2016-03-30,IN,Pike
,,,,,2016-03-31,IN,Pike
,,,,,2016-04-01,IN,Pike
,,,,,2016-04-02,IN,Pike
,,,,,2016-04-03,IN,Pike
,,,,,2016-04-04,IN,Pike
,,,,,2016-04-05,IN,Pike
,,,,,2016-04-06,IN,Pike
,,,,,2016-04-07,IN,Pike
,,,,,2016-04-08,IN,Pike
,,,,,2016-04-09,IN,Pike
,,,,,2016-04-10,IN,Pike
,,,,,2016-04-11,IN,Pike
,,,,,2016-04-12,IN,Pike
,,,,,2016-04-13,IN,Pike
,,,,,2016-04-14,IN,Pike
,,,,,2016-04-15,IN,Pike
,,,,,2016-04-16,IN,Pike
,,,,,2016-04-17,IN,Pike
,,,,,2016-04-18,IN,Pike
,,,,,2016-04-19,IN,Pike
,,,,,2016-04-20,IN,Pike
,,,,,2016-04-21,IN,Pike
,,,,,2016-04-22,IN,Pike
,,,,,2016-04-23,IN,Pike
,,,,,2016-04-24,IN,Pike
,,,,,2016-04-25,IN,Pike
,,,,,2016-04-26,IN,Pike
,,,,,2016-04-27,IN,Pike
,,,,,2016-04-28,IN,Pike
,,,,,2016-04-29,IN,Pike
,,,,,2016-04-30,IN,Pike
,,,,,2016-05-01,IN,Pike
,,,,,2016-05-02,IN,Pike
,,,,,2016-05-03,IN,Pike
,,,,,2016-05-04,IN,Pike
,,,,,2016-05-05,IN,Pike
,,,,,2016-05-06,IN,Pike
,,,,,2016-05-07,IN,Pike
,,,,,2016-05-08,IN,Pike
,,,,,2016-05-09,IN,Pike
,,,,,2016-05-10,IN,Pike
,,,,,2016-05-11,IN,Pike
,,,,,2016-05-12,IN,Pike
,,,,,2016-05-13,IN,Pike
,,,,,2016-05-14,IN,Pike
,,,,,2016-05-15,IN,Pike
,,,,,2016-05-16,IN,Pike
,,,,,2016-05-17,IN,Pike
,,,,,2016-05-18,IN,Pike
,,,,,2016-05-19,IN,Pike
,,,,,2016-05-20,IN,Pike
,,,,,2016-05-21,IN,Pike
,,,,,2016-05-22,IN,Pike
,,,,,2016-05-23,IN,Pike
,,,,,2016-05-24,IN,Pike
,,,,,2016-05-25,IN,Pike
,,,,,2016-05-26,IN,Pike
,,,,,2016-05-27,IN,Pike
,,,,,2016-05-28,IN,Pike
,,,,,2016-05-29,IN,Pike
,,,,,2016-05-30,IN,Pike
,,,,,2016-05-31,IN,Pike
,,,,,2016-06-01,IN,Pike
,,,,,2016-06-02,IN,Pike
,,,,,2016-06-03,IN,Pike
,,,,,2016-06-04,IN,Pike
,,,,,2016-06-05,IN,Pike
,,,,,2016-06-06,IN,Pike
,,,,,2016-06-07,IN,Pike
,,,,,2016-06-08,IN,Pike
,,,,,2016-06-09,IN,Pike
,,,,,2016-06-10,IN,Pike
,,,,,2016-06-11,IN,Pike
,,,,,2016-06-12,IN,Pike
,,,,,2016-06-13,IN,Pike
,,,,,2016-06-14,IN,Pike
,,,,,2016-06-15,IN,Pike
,,,,,2016-06-16,IN,Pike
,,,,,2016-06-17,IN,Pike
,,,,,2016-06-18,IN,Pike
,,,,,2016-06-19,IN,Pike
,,,,,2016-06-20,IN,Pike
,,,,,2016-06-21,IN,Pike
,,,,,2016-06-22,IN,Pike
,,,,,2016-06-23,IN,Pike
,,,,,2016-06-24,IN,Pike
,,,,,2016-06-25,IN,Pike
,,,,,2016-06-26,IN,Pike
,,,,,2016-06-27,IN,Pike
,,,,,2016-06-28,IN,Pike
,,,,,2016-06-29,IN,Pike
,,,,,2016-06-30,IN,Pike
,,,,,2016-07-01,IN,Pike
,,,,,2016-07-02,IN,Pike
,,,,,2016-07-03,IN,Pike
,,,,,2016-07-04,IN,Pike
,,,,,2016-07-05,IN,Pike
,,,,,2016-07-06,IN,Pike
,,,,,2016-07-07,IN,Pike
,,,,,2016-07-08,IN,Pike
,,,,,2016-07-09,IN,Pike
,,,,,2016-07-10,IN,Pike
,,,,,2016-07-11,IN,Pike
,,,,,2016-07-12,IN,Pike
,,,,,2016-07-13,IN,Pike
,,,,,2016-07-14,IN,Pike
,,,,,2016-07-15,IN,Pike
,,,,,2016-07-16,IN,Pike
,,,,,2016-07-17,IN,Pike
,,,,,2016-07-18,IN,Pike
,,,,,2016-07-19,IN,Pike
,,,,,2016-07-20,IN,Pike
,,,,,2016-07-21,IN,Pike
,,,,,2016-07-22,IN,Pike
,,,,,2016-07-23,IN,Pike
,,,,,2016-07-24,IN,Pike
,,,,,2016-07-25,IN,Pike
,,,,,2016-07-26,IN,Pike
,,,,,2016-07-27,IN,Pike
,,,,,2016-07-28,IN,Pike
,,,,,2016-07-29,IN,Pike
,,,,,2016-07-30,IN,Pike
,,,,,2016-07-31,IN,Pike
,,,,,2016-08-01,IN,Pike
,,,,,2016-08-02,IN,Pike
,,,,,2016-08-03,IN,Pike
,,,,,2016-08-04,IN,Pike
,,,,,2016-08-05,IN,Pike
,,,,,2016-08-06,IN,Pike
,,,,,2016-08-07,IN,Pike
,,,,,2016-08-08,IN,Pike
,,,,,2016-08-09,IN,Pike
,,,,,2016-08-10,IN,Pike
,,,,,2016-08-11,IN,Pike
,,,,,2016-08-12,IN,Pike
,,,,,2016-08-13,IN,Pike
,,,,,2016-08-14,IN,Pike
,,,,,2016-08-15,IN,Pike
,,,,,2016-08-16,IN,Pike
,,,,,2016-08-17,IN,Pike
,,,,,2016-08-18,IN,Pike
,,,,,2016-08-19,IN,Pike
,,,,,2016-08-20,IN,Pike
,,,,,2016-08-21,IN,Pike
,,,,,2016-08-22,IN,Pike
,,,,,2016-08-23,IN,Pike
,,,,,2016-08-24,IN,Pike
,,,,,2016-08-25,IN,Pike
,,,,,2016-08-26,IN,Pike
,,,,,2016-08-27,IN,Pike
,,,,,2016-08-28,IN,Pike
,,,,,2016-08-29,IN,Pike
,,,,,2016-08-30,IN,Pike
,,,,,2016-08-31,IN,Pike
,,,,,2016-09-01,IN,Pike
,,,,,2016-09-02,IN,Pike
,,,,,2016-09-03,IN,Pike
,,,,,2016-09-04,IN,Pike
,,,,,2016-09-05,IN,Pike
,,,,,2016-09-06,IN,Pike
,,,,,2016-09-07,IN,Pike
,,,,,2016-09-08,IN,Pike
,,,,,2016-09-09,IN,Pike
,,,,,2016-09-10,IN,Pike
,,,,,2016-09-11,IN,Pike
,,,,,2016-09-12,IN,Pike
,,,,,2016-09-13,IN,Pike
,,,,,2016-09-14,IN,Pike
,,,,,2016-09-15,IN,Pike
,,,,,2016-09-16,IN,Pike
,,,,,2016-09-17,IN,Pike
,,,,,2016-09-18,IN,Pike
,,,,,2016-09-19,IN,Pike
,,,,,2016-09-20,IN,Pike
,,,,,2016-09-21,IN,Pike
,,,,,2016-09-22,IN,Pike
,,,,,2016-09-23,IN,Pike
,,,,,2016-09-24,IN,Pike
,,,,,2016-09-25,IN,Pike
,,,,,2016-09-26,IN,Pike
,,,,,2016-09-27,IN,Pike
,,,,,2016-09-28,IN,Pike
,,,,,2016-09-29,IN,Pike
,,,,,2016-09-30,IN,Pike
,,,,,2016-10-01,IN,Pike
,,,,,2016-10-02,IN,Pike
,,,,,2016-10-03,IN,Pike
,,,,,2016-10-04,IN,Pike
,,,,,2016-10-05,IN,Pike
,,,,,2016-10-06,IN,Pike
,,,,,2016-10-07,IN,Pike
,,,,,2016-10-08,IN,Pike
,,,,,2016-10-09,IN,Pike
,,,,,2016-10-10,IN,Pike
,,,,,2016-10-11,IN,Pike
,,,,,2016-10-12,IN,Pike
,,,,,2016-10-13,IN,Pike
