air_temp_set_1,altimeter_set_1,precip_accum_24_hour_set_1,relative_humidity_set_1,wind_speed_set_1,Date,State,County
1.31,,,,,2016-01-01,KY,Trigg
7.01,,,,,2016-01-02,KY,Trigg
9.11,,,,,2016-01-03,KY,Trigg
,,,,,2016-01-04,KY,Trigg
3.01,,,,,2016-01-05,KY,Trigg
4.71,,,,,2016-01-06,KY,Trigg
5.91,,,,,2016-01-07,KY,Trigg
,,,,,2016-01-08,KY,Trigg
11.41,,,,,2016-01-09,KY,Trigg
9.81,,,,,2016-01-10,KY,Trigg
-4.99,,,,,2016-01-11,KY,Trigg
3.01,,,,,2016-01-12,KY,Trigg
4.21,,,,,2016-01-13,KY,Trigg
4.91,,,,,2016-01-14,KY,Trigg
14.51,,,,,2016-01-15,KY,Trigg
8.31,,,,,2016-01-16,KY,Trigg
1.01,,,,,2016-01-17,KY,Trigg
-1.29,,,,,2016-01-18,KY,Trigg
-4.89,,,,,2016-01-19,KY,Trigg
-5.49,,,,,2016-01-20,KY,Trigg
-1.49,,,,,2016-01-21,KY,Trigg
-1.49,,,,,2016-01-22,KY,Trigg
-3.49,,,,,2016-01-23,KY,Trigg
,,,,,2016-01-24,KY,Trigg
6.11,,,,,2016-01-25,KY,Trigg
,,,,,2016-01-26,KY,Trigg
2.71,,,,,2016-01-27,KY,Trigg
3.41,,,,,2016-01-28,KY,Trigg
11.41,,,,,2016-01-29,KY,Trigg
8.91,,,,,2016-01-30,KY,Trigg
18.91,,,,,2016-01-31,KY,Trigg
20.41,,,,,2016-02-01,KY,Trigg
13.11,,,,,2016-02-02,KY,Trigg
17.81,,,,,2016-02-03,KY,Trigg
6.11,,,,,2016-02-04,KY,Trigg
,,,,,2016-02-05,KY,Trigg
8.71,,,,,2016-02-06,KY,Trigg
11.11,,,,,2016-02-07,KY,Trigg
12.31,,,,,2016-02-08,KY,Trigg
-1.29,,,,,2016-02-09,KY,Trigg
-5.79,,,,,2016-02-10,KY,Trigg
,,,,,2016-02-11,KY,Trigg
2.01,,,,,2016-02-12,KY,Trigg
2.01,,,,,2016-02-13,KY,Trigg
-3.69,,,,,2016-02-14,KY,Trigg
-3.29,,,,,2016-02-15,KY,Trigg
3.01,,,,,2016-02-16,KY,Trigg
1.31,,,,,2016-02-17,KY,Trigg
5.71,,,,,2016-02-18,KY,Trigg
15.91,,,,,2016-02-19,KY,Trigg
18.21,,,,,2016-02-20,KY,Trigg
21.11,,,,,2016-02-21,KY,Trigg
17.91,,,,,2016-02-22,KY,Trigg
9.71,,,,,2016-02-23,KY,Trigg
13.01,,,,,2016-02-24,KY,Trigg
2.61,,,,,2016-02-25,KY,Trigg
3.21,,,,,2016-02-26,KY,Trigg
6.61,,,,,2016-02-27,KY,Trigg
15.91,,,,,2016-02-28,KY,Trigg
19.51,,,,,2016-02-29,KY,Trigg
16.21,,,,,2016-03-01,KY,Trigg
10.31,,,,,2016-03-02,KY,Trigg
6.21,,,,,2016-03-03,KY,Trigg
4.91,,,,,2016-03-04,KY,Trigg
3.71,,,,,2016-03-05,KY,Trigg
,,,,,2016-03-06,KY,Trigg
16.71,,,,,2016-03-07,KY,Trigg
20.41,,,,,2016-03-08,KY,Trigg
23.41,,,,,2016-03-09,KY,Trigg
14.21,,,,,2016-03-10,KY,Trigg
15.81,,,,,2016-03-11,KY,Trigg
13.61,,,,,2016-03-12,KY,Trigg
20.21,,,,,2016-03-13,KY,Trigg
20.01,,,,,2016-03-14,KY,Trigg
19.01,,,,,2016-03-15,KY,Trigg
28.91,,,,,2016-03-16,KY,Trigg
18.61,,,,,2016-03-17,KY,Trigg
17.51,,,,,2016-03-18,KY,Trigg
18.01,,,,,2016-03-19,KY,Trigg
6.51,,,,,2016-03-20,KY,Trigg
3.01,,,,,2016-03-21,KY,Trigg
11.91,,,,,2016-03-22,KY,Trigg
19.91,,,,,2016-03-23,KY,Trigg
21.51,,,,,2016-03-24,KY,Trigg
18.11,,,,,2016-03-25,KY,Trigg
10.41,,,,,2016-03-26,KY,Trigg
20.91,,,,,2016-03-27,KY,Trigg
21.51,,,,,2016-03-28,KY,Trigg
14.81,,,,,2016-03-29,KY,Trigg
,,,,,2016-03-30,KY,Trigg
22.91,,,,,2016-03-31,KY,Trigg
19.51,,,,,2016-04-01,KY,Trigg
15.01,,,,,2016-04-02,KY,Trigg
,,,,,2016-04-03,KY,Trigg
,,,,,2016-04-04,KY,Trigg
21.61,,,,,2016-04-05,KY,Trigg
12.41,,,,,2016-04-06,KY,Trigg
15.31,,,,,2016-04-07,KY,Trigg
14.11,,,,,2016-04-08,KY,Trigg
11.91,,,,,2016-04-09,KY,Trigg
9.11,,,,,2016-04-10,KY,Trigg
,,,,,2016-04-11,KY,Trigg
10.71,,,,,2016-04-12,KY,Trigg
14.71,,,,,2016-04-13,KY,Trigg
19.01,,,,,2016-04-14,KY,Trigg
20.81,,,,,2016-04-15,KY,Trigg
23.61,,,,,2016-04-16,KY,Trigg
,,,,,2016-04-17,KY,Trigg
,,,,,2016-04-18,KY,Trigg
26.61,,,,,2016-04-19,KY,Trigg
23.61,,,,,2016-04-20,KY,Trigg
24.01,,,,,2016-04-21,KY,Trigg
18.11,,,,,2016-04-22,KY,Trigg
20.41,,,,,2016-04-23,KY,Trigg
15.91,,,,,2016-04-24,KY,Trigg
25.81,,,,,2016-04-25,KY,Trigg
26.81,,,,,2016-04-26,KY,Trigg
,,,,,2016-04-27,KY,Trigg
24.61,,,,,2016-04-28,KY,Trigg
25.41,,,,,2016-04-29,KY,Trigg
16.51,,,,,2016-04-30,KY,Trigg
20.41,,,,,2016-05-01,KY,Trigg
22.81,,,,,2016-05-02,KY,Trigg
16.91,,,,,2016-05-03,KY,Trigg
,,,,,2016-05-04,KY,Trigg
18.41,,,,,2016-05-05,KY,Trigg
13.61,,,,,2016-05-06,KY,Trigg
,,,,,2016-05-07,KY,Trigg
,,,,,2016-05-08,KY,Trigg
27.31,,,,,2016-05-09,KY,Trigg
21.61,,,,,2016-05-10,KY,Trigg
,,,,,2016-05-11,KY,Trigg
28.01,,,,,2016-05-12,KY,Trigg
20.01,,,,,2016-05-13,KY,Trigg
22.11,,,,,2016-05-14,KY,Trigg
13.11,,,,,2016-05-15,KY,Trigg
,,,,,2016-05-16,KY,Trigg
,,,,,2016-05-17,KY,Trigg
17.81,,,,,2016-05-18,KY,Trigg
15.91,,,,,2016-05-19,KY,Trigg
21.01,,,,,2016-05-20,KY,Trigg
16.81,,,,,2016-05-21,KY,Trigg
,,,,,2016-05-22,KY,Trigg
,,,,,2016-05-23,KY,Trigg
27.01,,,,,2016-05-24,KY,Trigg
27.31,,,,,2016-05-25,KY,Trigg
20.31,,,,,2016-05-26,KY,Trigg
19.51,,,,,2016-05-27,KY,Trigg
26.61,,,,,2016-05-28,KY,Trigg
26.61,,,,,2016-05-29,KY,Trigg
28.71,,,,,2016-05-30,KY,Trigg
28.81,,,,,2016-05-31,KY,Trigg
29.11,,,,,2016-06-01,KY,Trigg
27.11,,,,,2016-06-02,KY,Trigg
27.21,,,,,2016-06-03,KY,Trigg
25.71,,,,,2016-06-04,KY,Trigg
25.51,,,,,2016-06-05,KY,Trigg
26.61,,,,,2016-06-06,KY,Trigg
28.21,,,,,2016-06-07,KY,Trigg
25.11,,,,,2016-06-08,KY,Trigg
25.61,,,,,2016-06-09,KY,Trigg
28.11,,,,,2016-06-10,KY,Trigg
31.01,,,,,2016-06-11,KY,Trigg
31.71,,,,,2016-06-12,KY,Trigg
32.31,,,,,2016-06-13,KY,Trigg
32.91,,,,,2016-06-14,KY,Trigg
31.51,,,,,2016-06-15,KY,Trigg
19.51,,,,,2016-06-16,KY,Trigg
33.91,,,,,2016-06-17,KY,Trigg
28.21,,,,,2016-06-18,KY,Trigg
29.81,,,,,2016-06-19,KY,Trigg
29.51,,,,,2016-06-20,KY,Trigg
30.01,,,,,2016-06-21,KY,Trigg
26.11,,,,,2016-06-22,KY,Trigg
32.11,,,,,2016-06-23,KY,Trigg
32.41,,,,,2016-06-24,KY,Trigg
31.11,,,,,2016-06-25,KY,Trigg
25.21,,,,,2016-06-26,KY,Trigg
31.11,,,,,2016-06-27,KY,Trigg
25.91,,,,,2016-06-28,KY,Trigg
29.71,,,,,2016-06-29,KY,Trigg
26.21,,,,,2016-06-30,KY,Trigg
27.81,,,,,2016-07-01,KY,Trigg
28.21,,,,,2016-07-02,KY,Trigg
23.51,,,,,2016-07-03,KY,Trigg
30.11,,,,,2016-07-04,KY,Trigg
27.71,,,,,2016-07-05,KY,Trigg
30.81,,,,,2016-07-06,KY,Trigg
21.21,,,,,2016-07-07,KY,Trigg
24.91,,,,,2016-07-08,KY,Trigg
31.51,,,,,2016-07-09,KY,Trigg
28.11,,,,,2016-07-10,KY,Trigg
29.51,,,,,2016-07-11,KY,Trigg
26.41,,,,,2016-07-12,KY,Trigg
31.31,,,,,2016-07-13,KY,Trigg
31.71,,,,,2016-07-14,KY,Trigg
,,,,,2016-07-15,KY,Trigg
30.81,,,,,2016-07-16,KY,Trigg
29.61,,,,,2016-07-17,KY,Trigg
31.41,,,,,2016-07-18,KY,Trigg
32.91,,,,,2016-07-19,KY,Trigg
30.11,,,,,2016-07-20,KY,Trigg
,,,,,2016-07-21,KY,Trigg
32.11,,,,,2016-07-22,KY,Trigg
25.41,,,,,2016-07-23,KY,Trigg
31.81,,,,,2016-07-24,KY,Trigg
31.91,,,,,2016-07-25,KY,Trigg
29.21,,,,,2016-07-26,KY,Trigg
32.21,,,,,2016-07-27,KY,Trigg
31.51,,,,,2016-07-28,KY,Trigg
28.91,,,,,2016-07-29,KY,Trigg
25.71,,,,,2016-07-30,KY,Trigg
28.51,,,,,2016-07-31,KY,Trigg
29.71,,,,,2016-08-01,KY,Trigg
21.81,,,,,2016-08-02,KY,Trigg
,,,,,2016-08-03,KY,Trigg
,,,,,2016-08-04,KY,Trigg
31.21,,,,,2016-08-05,KY,Trigg
28.51,,,,,2016-08-06,KY,Trigg
19.81,,,,,2016-08-07,KY,Trigg
22.31,,,,,2016-08-08,KY,Trigg
,,,,,2016-08-09,KY,Trigg
24.31,,,,,2016-08-10,KY,Trigg
22.41,,,,,2016-08-11,KY,Trigg
19.31,,,,,2016-08-12,KY,Trigg
20.41,,,,,2016-08-13,KY,Trigg
,,,,,2016-08-14,KY,Trigg
21.01,,,,,2016-08-15,KY,Trigg
,,,,,2016-08-16,KY,Trigg
19.31,,,,,2016-08-17,KY,Trigg
18.01,,,,,2016-08-18,KY,Trigg
18.31,,,,,2016-08-19,KY,Trigg
18.41,,,,,2016-08-20,KY,Trigg
19.61,,,,,2016-08-21,KY,Trigg
18.21,,,,,2016-08-22,KY,Trigg
18.71,,,,,2016-08-23,KY,Trigg
18.61,,,,,2016-08-24,KY,Trigg
18.81,,,,,2016-08-25,KY,Trigg
,,,,,2016-08-26,KY,Trigg
17.91,,,,,2016-08-27,KY,Trigg
18.41,,,,,2016-08-28,KY,Trigg
17.11,,,,,2016-08-29,KY,Trigg
18.91,,,,,2016-08-30,KY,Trigg
21.21,,,,,2016-08-31,KY,Trigg
19.51,,,,,2016-09-01,KY,Trigg
16.61,,,,,2016-09-02,KY,Trigg
16.01,,,,,2016-09-03,KY,Trigg
16.91,,,,,2016-09-04,KY,Trigg
19.01,,,,,2016-09-05,KY,Trigg
19.71,,,,,2016-09-06,KY,Trigg
19.91,,,,,2016-09-07,KY,Trigg
20.01,,,,,2016-09-08,KY,Trigg
20.21,,,,,2016-09-09,KY,Trigg
19.51,,,,,2016-09-10,KY,Trigg
16.71,,,,,2016-09-11,KY,Trigg
15.81,,,,,2016-09-12,KY,Trigg
17.61,,,,,2016-09-13,KY,Trigg
20.61,,,,,2016-09-14,KY,Trigg
20.31,,,,,2016-09-15,KY,Trigg
20.41,,,,,2016-09-16,KY,Trigg
20.91,,,,,2016-09-17,KY,Trigg
17.11,,,,,2016-09-18,KY,Trigg
17.51,,,,,2016-09-19,KY,Trigg
19.41,,,,,2016-09-20,KY,Trigg
20.81,,,,,2016-09-21,KY,Trigg
21.01,,,,,2016-09-22,KY,Trigg
21.81,,,,,2016-09-23,KY,Trigg
22.21,,,,,2016-09-24,KY,Trigg
21.81,,,,,2016-09-25,KY,Trigg
22.81,,,,,2016-09-26,KY,Trigg
13.21,,,,,2016-09-27,KY,Trigg
15.71,,,,,2016-09-28,KY,Trigg
13.91,,,,,2016-09-29,KY,Trigg
10.11,,,,,2016-09-30,KY,Trigg
11.91,,,,,2016-10-01,KY,Trigg
12.81,,,,,2016-10-02,KY,Trigg
14.81,,,,,2016-10-03,KY,Trigg
15.41,,,,,2016-10-04,KY,Trigg
19.91,,,,,2016-10-05,KY,Trigg
19.81,,,,,2016-10-06,KY,Trigg
,,,,,2016-10-07,KY,Trigg
,,,,,2016-10-08,KY,Trigg
,,,,,2016-10-09,KY,Trigg
14.91,,,,,2016-10-10,KY,Trigg
15.91,,,,,2016-10-11,KY,Trigg
18.01,,,,,2016-10-12,KY,Trigg
16.51,,,,,2016-10-13,KY,Trigg
16.71,,,,,2016-10-14,KY,Trigg
17.91,,,,,2016-10-15,KY,Trigg
25.81,,,,,2016-10-16,KY,Trigg
26.11,,,,,2016-10-17,KY,Trigg
27.81,,,,,2016-10-18,KY,Trigg
27.61,,,,,2016-10-19,KY,Trigg
28.31,,,,,2016-10-20,KY,Trigg
14.61,,,,,2016-10-21,KY,Trigg
13.41,,,,,2016-10-22,KY,Trigg
16.91,,,,,2016-10-23,KY,Trigg
23.81,,,,,2016-10-24,KY,Trigg
22.11,,,,,2016-10-25,KY,Trigg
20.11,,,,,2016-10-26,KY,Trigg
24.61,,,,,2016-10-27,KY,Trigg
20.11,,,,,2016-10-28,KY,Trigg
24.71,,,,,2016-10-29,KY,Trigg
26.11,,,,,2016-10-30,KY,Trigg
27.01,,,,,2016-10-31,KY,Trigg
25.91,,,,,2016-11-01,KY,Trigg
26.91,,,,,2016-11-02,KY,Trigg
24.71,,,,,2016-11-03,KY,Trigg
21.61,,,,,2016-11-04,KY,Trigg
17.51,,,,,2016-11-05,KY,Trigg
18.01,,,,,2016-11-06,KY,Trigg
19.91,,,,,2016-11-07,KY,Trigg
21.81,,,,,2016-11-08,KY,Trigg
15.61,,,,,2016-11-09,KY,Trigg
14.41,,,,,2016-11-10,KY,Trigg
15.71,,,,,2016-11-11,KY,Trigg
