,State,County,aqi,ghg,income,pop,plant,weather_epa,weather_meso
1494,minnesota,morrison,,1.0,1.0,1.0,1.0,,
1495,minnesota,mower,,1.0,1.0,1.0,1.0,,
2625,minnesota,murray,,,1.0,1.0,1.0,,
2626,minnesota,nicollet,,,1.0,1.0,1.0,,
1496,minnesota,nobles,,1.0,1.0,1.0,1.0,,
2627,minnesota,norman,,,1.0,1.0,1.0,,
473,minnesota,olmsted,1.0,1.0,1.0,1.0,1.0,,
1497,minnesota,ottertail,,1.0,1.0,1.0,1.0,,
2628,minnesota,pennington,,,1.0,1.0,1.0,,
2629,minnesota,pine,,,1.0,1.0,1.0,,
2630,minnesota,pipestone,,,1.0,1.0,1.0,,
1498,minnesota,polk,,1.0,1.0,1.0,1.0,,
2631,minnesota,pope,,,1.0,1.0,,,
474,minnesota,ramsey,1.0,1.0,1.0,1.0,1.0,,
2632,minnesota,redlake,,,1.0,1.0,,,
1499,minnesota,redwood,,1.0,1.0,1.0,1.0,,
1500,minnesota,renville,,1.0,1.0,1.0,1.0,,
1501,minnesota,rice,,1.0,1.0,1.0,1.0,,
1502,minnesota,rock,,1.0,1.0,1.0,1.0,,
2174,minnesota,roseau,,1.0,1.0,1.0,,,
475,minnesota,saintlouis,1.0,,,,,,
476,minnesota,scott,1.0,1.0,1.0,1.0,1.0,,
1504,minnesota,sherburne,,1.0,1.0,1.0,1.0,,
1505,minnesota,sibley,,1.0,1.0,1.0,,,
477,minnesota,stearns,1.0,1.0,1.0,1.0,1.0,,
2156,minnesota,steele,,1.0,1.0,1.0,1.0,,
1506,minnesota,stevens,,1.0,1.0,1.0,1.0,,
1503,minnesota,stlouis,,1.0,1.0,1.0,1.0,1.0,
1507,minnesota,swift,,1.0,1.0,1.0,1.0,,
1508,minnesota,todd,,1.0,1.0,1.0,,,
2633,minnesota,traverse,,,1.0,1.0,,,
2634,minnesota,wabasha,,,1.0,1.0,1.0,,
2635,minnesota,wadena,,,1.0,1.0,,,
1509,minnesota,waseca,,1.0,1.0,1.0,1.0,,
478,minnesota,washington,1.0,1.0,1.0,1.0,1.0,1.0,
1510,minnesota,watonwan,,1.0,1.0,1.0,1.0,,
2636,minnesota,wilkin,,,1.0,1.0,,,
479,minnesota,winona,1.0,,1.0,1.0,1.0,,
480,minnesota,wright,1.0,1.0,1.0,1.0,1.0,,
2637,minnesota,yellowmedicine,,,1.0,1.0,1.0,,
1511,mississippi,adams,,1.0,1.0,1.0,,,
1512,mississippi,alcorn,,1.0,1.0,1.0,,,
2638,mississippi,amite,,,1.0,1.0,,,
1513,mississippi,attala,,1.0,1.0,1.0,1.0,,
1514,mississippi,benton,,1.0,1.0,1.0,1.0,,
481,mississippi,bolivar,1.0,1.0,1.0,1.0,,,
2639,mississippi,calhoun,,,1.0,1.0,,,
2640,mississippi,carroll,,,1.0,1.0,,,
1515,mississippi,chickasaw,,1.0,1.0,1.0,1.0,,
1516,mississippi,choctaw,,1.0,1.0,1.0,1.0,,
2641,mississippi,claiborne,,,1.0,1.0,1.0,,
1517,mississippi,clarke,,1.0,1.0,1.0,,,
2642,mississippi,clay,,,1.0,1.0,,,
1518,mississippi,coahoma,,1.0,1.0,1.0,1.0,,
2643,mississippi,copiah,,,1.0,1.0,,,
2083,mississippi,covington,,1.0,1.0,1.0,,,
482,mississippi,desoto,1.0,1.0,1.0,1.0,1.0,,
483,mississippi,forrest,1.0,1.0,1.0,1.0,,,
2644,mississippi,franklin,,,1.0,1.0,,,
1519,mississippi,george,,1.0,1.0,1.0,1.0,,
2084,mississippi,greene,,1.0,1.0,1.0,,,
484,mississippi,grenada,1.0,,1.0,1.0,,,1.0
485,mississippi,hancock,1.0,1.0,1.0,1.0,,,
486,mississippi,harrison,1.0,1.0,1.0,1.0,1.0,,
487,mississippi,hinds,1.0,1.0,1.0,1.0,1.0,1.0,
2645,mississippi,holmes,,,1.0,1.0,,,
1520,mississippi,humphreys,,1.0,1.0,1.0,,,
2646,mississippi,issaquena,,,1.0,1.0,,,
2647,mississippi,itawamba,,,1.0,1.0,,,
488,mississippi,jackson,1.0,1.0,1.0,1.0,1.0,,
1521,mississippi,jasper,,1.0,1.0,1.0,1.0,,
2199,mississippi,jefferson,,1.0,1.0,1.0,,,
1522,mississippi,jeffersondavis,,1.0,1.0,1.0,1.0,,
1523,mississippi,jones,,1.0,1.0,1.0,1.0,,
1524,mississippi,kemper,,1.0,1.0,1.0,1.0,,
2648,mississippi,lafayette,,,1.0,1.0,,,
1525,mississippi,lamar,,1.0,1.0,1.0,1.0,,
489,mississippi,lauderdale,1.0,1.0,1.0,1.0,1.0,,
1526,mississippi,lawrence,,1.0,1.0,1.0,1.0,,
2085,mississippi,leake,,1.0,1.0,1.0,,,
490,mississippi,lee,1.0,1.0,1.0,1.0,,,
1527,mississippi,leflore,,1.0,1.0,1.0,1.0,,
2649,mississippi,lincoln,,,1.0,1.0,,,
1528,mississippi,lowndes,,1.0,1.0,1.0,1.0,,
1529,mississippi,madison,,1.0,1.0,1.0,,,
2650,mississippi,marion,,,1.0,1.0,,,
2175,mississippi,marshall,,1.0,1.0,1.0,,,
1530,mississippi,monroe,,1.0,1.0,1.0,,,
2651,mississippi,montgomery,,,1.0,1.0,,,
2086,mississippi,neshoba,,1.0,1.0,1.0,,,
2652,mississippi,newton,,,1.0,1.0,,,
2653,mississippi,noxubee,,,1.0,1.0,,,
1531,mississippi,oktibbeha,,1.0,1.0,1.0,,,
1532,mississippi,panola,,1.0,1.0,1.0,1.0,,
1533,mississippi,pearlriver,,1.0,1.0,1.0,,,
1534,mississippi,perry,,1.0,1.0,1.0,1.0,,
2087,mississippi,pike,,1.0,1.0,1.0,,,
1535,mississippi,pontotoc,,1.0,1.0,1.0,,,
2654,mississippi,prentiss,,,1.0,1.0,,,
2655,mississippi,quitman,,,1.0,1.0,,,
1536,mississippi,rankin,,1.0,1.0,1.0,,,
1537,mississippi,scott,,1.0,1.0,1.0,,,
2656,mississippi,sharkey,,,1.0,1.0,,,
1538,mississippi,simpson,,1.0,1.0,1.0,,,
1539,mississippi,smith,,1.0,1.0,1.0,1.0,,
2657,mississippi,stone,,,1.0,1.0,,,
1540,mississippi,sunflower,,1.0,1.0,1.0,,,
2658,mississippi,tallahatchie,,,1.0,1.0,,,
1541,mississippi,tate,,1.0,1.0,1.0,,,
1542,mississippi,tippah,,1.0,1.0,1.0,,,
2659,mississippi,tishomingo,,,1.0,1.0,,,
1543,mississippi,tunica,,1.0,1.0,1.0,,,
2133,mississippi,union,,1.0,1.0,1.0,,,
1544,mississippi,walthall,,1.0,1.0,1.0,,,
1545,mississippi,warren,,1.0,1.0,1.0,1.0,,
1546,mississippi,washington,,1.0,1.0,1.0,1.0,,
1547,mississippi,wayne,,1.0,1.0,1.0,,,
2660,mississippi,webster,,,1.0,1.0,,,
2661,mississippi,wilkinson,,,1.0,1.0,,,
2176,mississippi,winston,,1.0,1.0,1.0,,,
491,mississippi,yalobusha,1.0,1.0,1.0,1.0,,,
1548,mississippi,yazoo,,1.0,1.0,1.0,1.0,,
2662,missouri,adair,,,1.0,1.0,1.0,,
492,missouri,andrew,1.0,,1.0,1.0,,,
2663,missouri,atchison,,,1.0,1.0,1.0,,
1549,missouri,audrain,,1.0,1.0,1.0,1.0,,
2664,missouri,barry,,,1.0,1.0,,,
1550,missouri,barton,,1.0,1.0,1.0,,,
2665,missouri,bates,,,1.0,1.0,1.0,,
2666,missouri,benton,,,1.0,1.0,1.0,,
1551,missouri,bollinger,,1.0,1.0,1.0,,,
493,missouri,boone,1.0,1.0,1.0,1.0,1.0,,
494,missouri,buchanan,1.0,1.0,1.0,1.0,1.0,1.0,
1552,missouri,butler,,1.0,1.0,1.0,1.0,,
2667,missouri,caldwell,,,1.0,1.0,,,
495,missouri,callaway,1.0,1.0,1.0,1.0,1.0,,
2668,missouri,camden,,,1.0,1.0,1.0,,
1553,missouri,capegirardeau,,1.0,1.0,1.0,1.0,,
1554,missouri,carroll,,1.0,1.0,1.0,1.0,,
2669,missouri,carter,,,1.0,1.0,,,
496,missouri,cass,1.0,1.0,1.0,1.0,1.0,1.0,
497,missouri,cedar,1.0,,1.0,1.0,1.0,1.0,
2670,missouri,chariton,,,1.0,1.0,1.0,,
2671,missouri,christian,,,1.0,1.0,,,
2672,missouri,clark,,,1.0,1.0,1.0,,
498,missouri,clay,1.0,1.0,1.0,1.0,1.0,1.0,
499,missouri,clinton,1.0,,1.0,1.0,,,
1555,missouri,cole,,1.0,1.0,1.0,1.0,,
2673,missouri,cooper,,,1.0,1.0,,,
2674,missouri,crawford,,,1.0,1.0,,,
2675,missouri,dade,,,1.0,1.0,,,
2676,missouri,dallas,,,1.0,1.0,,,
2677,missouri,daviess,,,1.0,1.0,1.0,,
2678,missouri,dekalb,,,1.0,1.0,1.0,,
2679,missouri,dent,,,1.0,1.0,,,
2680,missouri,douglas,,,1.0,1.0,,,
1556,missouri,dunklin,,1.0,1.0,1.0,1.0,,
500,missouri,franklin,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2681,missouri,gasconade,,,1.0,1.0,,,
2682,missouri,gentry,,,1.0,1.0,1.0,,
501,missouri,greene,1.0,1.0,1.0,1.0,1.0,1.0,
2683,missouri,grundy,,,1.0,1.0,1.0,,
2684,missouri,harrison,,,1.0,1.0,,,
1557,missouri,henry,,1.0,1.0,1.0,1.0,,
2685,missouri,hickory,,,1.0,1.0,,,
1558,missouri,holt,,1.0,1.0,1.0,,,
2686,missouri,howard,,,1.0,1.0,,,
2687,missouri,howell,,,1.0,1.0,1.0,,
502,missouri,iron,1.0,1.0,1.0,1.0,,,
503,missouri,jackson,1.0,1.0,1.0,1.0,1.0,1.0,
504,missouri,jasper,1.0,1.0,1.0,1.0,1.0,,
505,missouri,jefferson,1.0,1.0,1.0,1.0,1.0,1.0,
1559,missouri,johnson,,1.0,1.0,1.0,1.0,,
2688,missouri,knox,,,1.0,1.0,,,
2689,missouri,laclede,,,1.0,1.0,,,
2690,missouri,lafayette,,,1.0,1.0,1.0,,
2691,missouri,lawrence,,,1.0,1.0,,,
1560,missouri,lewis,,1.0,1.0,1.0,,,
506,missouri,lincoln,1.0,1.0,1.0,1.0,,,
2692,missouri,linn,,,1.0,1.0,1.0,,
2693,missouri,livingston,,,1.0,1.0,1.0,,
1561,missouri,macon,,1.0,1.0,1.0,1.0,,
2694,missouri,madison,,,1.0,1.0,1.0,,
2695,missouri,maries,,,1.0,1.0,,,
1562,missouri,marion,,1.0,1.0,1.0,1.0,,
1563,missouri,mcdonald,,1.0,1.0,1.0,,,
2696,missouri,mercer,,,1.0,1.0,,,
2697,missouri,miller,,,1.0,1.0,1.0,,
2698,missouri,mississippi,,,1.0,1.0,,,
2699,missouri,moniteau,,,1.0,1.0,,,
507,missouri,monroe,1.0,,1.0,1.0,1.0,,
1564,missouri,montgomery,,1.0,1.0,1.0,,,
2700,missouri,morgan,,,1.0,1.0,,,
1565,missouri,newmadrid,,1.0,1.0,1.0,1.0,,1.0
2177,missouri,newton,,1.0,1.0,1.0,,,
1566,missouri,nodaway,,1.0,1.0,1.0,1.0,,
2701,missouri,oregon,,,1.0,1.0,,,
1567,missouri,osage,,1.0,1.0,1.0,,,
2702,missouri,ozark,,,1.0,1.0,,,
2703,missouri,pemiscot,,,1.0,1.0,,,
508,missouri,perry,1.0,,1.0,1.0,,,
1568,missouri,pettis,,1.0,1.0,1.0,1.0,,
2704,missouri,phelps,,,1.0,1.0,1.0,,
1569,missouri,pike,,1.0,1.0,1.0,1.0,,
1570,missouri,platte,,1.0,1.0,1.0,1.0,,
2705,missouri,polk,,,1.0,1.0,,,
1571,missouri,pulaski,,1.0,1.0,1.0,1.0,,
2706,missouri,putnam,,,1.0,1.0,1.0,,
2134,missouri,ralls,,1.0,1.0,1.0,1.0,,
1572,missouri,randolph,,1.0,1.0,1.0,1.0,,
2707,missouri,ray,,,1.0,1.0,,,
2708,missouri,reynolds,,,1.0,1.0,1.0,,
2709,missouri,ripley,,,1.0,1.0,,,
509,missouri,saintcharles,1.0,,,,,,
511,missouri,saintegenevieve,1.0,1.0,,,,,
510,missouri,saintlouis,1.0,,,,,,
1575,missouri,saline,,1.0,1.0,1.0,1.0,,
2711,missouri,schuyler,,,1.0,1.0,,,
2712,missouri,scotland,,,1.0,1.0,1.0,,
1576,missouri,scott,,1.0,1.0,1.0,1.0,,
2713,missouri,shannon,,,1.0,1.0,,,
2714,missouri,shelby,,,1.0,1.0,1.0,,
1573,missouri,stcharles,,1.0,1.0,1.0,1.0,1.0,
2710,missouri,stclair,,,1.0,1.0,,,
2088,missouri,ste.genevieve,,1.0,1.0,1.0,,,
1577,missouri,stfrancois,,1.0,1.0,1.0,1.0,,
1574,missouri,stlouis,,1.0,1.0,1.0,1.0,1.0,
512,missouri,stlouiscity,1.0,1.0,1.0,1.0,1.0,1.0,
513,missouri,stoddard,1.0,1.0,1.0,1.0,1.0,,
2715,missouri,stone,,,1.0,1.0,,,
2178,missouri,sullivan,,1.0,1.0,1.0,,,
514,missouri,taney,1.0,,1.0,1.0,1.0,,
2716,missouri,texas,,,1.0,1.0,,,
1578,missouri,vernon,,1.0,1.0,1.0,1.0,,
2717,missouri,warren,,,1.0,1.0,,,
1579,missouri,washington,,1.0,1.0,1.0,,,
2718,missouri,wayne,,,1.0,1.0,,,
2719,missouri,webster,,,1.0,1.0,,,
2720,missouri,worth,,,1.0,1.0,,,
1580,missouri,wright,,1.0,1.0,1.0,1.0,,
2721,montana,beaverhead,,,1.0,1.0,,,
1581,montana,bighorn,,1.0,1.0,1.0,1.0,,
2722,montana,blaine,,,1.0,1.0,,,
1582,montana,broadwater,,1.0,1.0,1.0,1.0,,
2723,montana,carbon,,,1.0,1.0,1.0,,
2724,montana,carter,,,1.0,1.0,,,
515,montana,cascade,1.0,1.0,1.0,1.0,1.0,,
2725,montana,chouteau,,,1.0,1.0,,,
2726,montana,custer,,,1.0,1.0,1.0,,
2727,montana,daniels,,,1.0,1.0,,,
1583,montana,dawson,,1.0,1.0,1.0,1.0,,
1584,montana,deerlodge,,1.0,1.0,1.0,1.0,,
1585,montana,fallon,,1.0,1.0,1.0,1.0,,
516,montana,fergus,1.0,,1.0,1.0,,1.0,
517,montana,flathead,1.0,1.0,1.0,1.0,1.0,1.0,
518,montana,gallatin,1.0,1.0,1.0,1.0,,1.0,
2728,montana,garfield,,,1.0,1.0,,,
2729,montana,glacier,,,1.0,1.0,,,
2730,montana,goldenvalley,,,1.0,1.0,,,
2731,montana,granite,,,1.0,1.0,1.0,,
2732,montana,hill,,,1.0,1.0,,,
1586,montana,jefferson,,1.0,1.0,1.0,,,
2733,montana,judithbasin,,,1.0,1.0,1.0,,
519,montana,lake,1.0,1.0,1.0,1.0,1.0,,
520,montana,lewisandclark,1.0,1.0,1.0,1.0,1.0,1.0,
2734,montana,liberty,,,1.0,1.0,1.0,,
521,montana,lincoln,1.0,,1.0,1.0,1.0,,
2736,montana,madison,,,1.0,1.0,1.0,,
2735,montana,mccone,,,1.0,1.0,1.0,,
2737,montana,meagher,,,1.0,1.0,1.0,,
2738,montana,mineral,,,1.0,1.0,,,
522,montana,missoula,1.0,1.0,1.0,1.0,,,
2739,montana,musselshell,,,1.0,1.0,,,
2740,montana,park,,,1.0,1.0,,,
2741,montana,petroleum,,,1.0,1.0,,,
523,montana,phillips,1.0,,1.0,1.0,,1.0,
2742,montana,pondera,,,1.0,1.0,,,
524,montana,powderriver,1.0,,1.0,1.0,,1.0,
525,montana,powell,1.0,,1.0,1.0,,,
2743,montana,prairie,,,1.0,1.0,,,
526,montana,ravalli,1.0,,1.0,1.0,,,
527,montana,richland,1.0,1.0,1.0,1.0,1.0,,
528,montana,roosevelt,1.0,1.0,1.0,1.0,1.0,,
529,montana,rosebud,1.0,1.0,1.0,1.0,1.0,1.0,
530,montana,sanders,1.0,,1.0,1.0,1.0,,
531,montana,sheridan,1.0,,1.0,1.0,,,
532,montana,silverbow,1.0,1.0,1.0,1.0,1.0,,
2744,montana,stillwater,,,1.0,1.0,1.0,,
2745,montana,sweetgrass,,,1.0,1.0,,,
2746,montana,teton,,,1.0,1.0,1.0,,
2747,montana,toole,,,1.0,1.0,1.0,,
2748,montana,treasure,,,1.0,1.0,,,
1587,montana,valley,,1.0,1.0,1.0,,,
2749,montana,wheatland,,,1.0,1.0,1.0,,
2750,montana,wibaux,,,1.0,1.0,,,
533,montana,yellowstone,1.0,1.0,1.0,1.0,1.0,1.0,
1588,nebraska,adams,,1.0,1.0,1.0,1.0,,
2751,nebraska,antelope,,,1.0,1.0,1.0,,
2752,nebraska,arthur,,,1.0,1.0,,,
2753,nebraska,banner,,,1.0,1.0,,,
2754,nebraska,blaine,,,1.0,1.0,,,
1589,nebraska,boone,,1.0,1.0,1.0,1.0,,
2755,nebraska,boxbutte,,,1.0,1.0,,,
2756,nebraska,boyd,,,1.0,1.0,1.0,,
2757,nebraska,brown,,,1.0,1.0,1.0,,
1590,nebraska,buffalo,,1.0,1.0,1.0,1.0,,
2758,nebraska,burt,,,1.0,1.0,1.0,,
1591,nebraska,butler,,1.0,1.0,1.0,1.0,,
534,nebraska,cass,1.0,1.0,1.0,1.0,1.0,,
2759,nebraska,cedar,,,1.0,1.0,1.0,,
2760,nebraska,chase,,,1.0,1.0,,,
2761,nebraska,cherry,,,1.0,1.0,1.0,,
2762,nebraska,cheyenne,,,1.0,1.0,1.0,,
2763,nebraska,clay,,,1.0,1.0,,,
1592,nebraska,colfax,,1.0,1.0,1.0,,,
2764,nebraska,cuming,,,1.0,1.0,1.0,,
2765,nebraska,custer,,,1.0,1.0,1.0,,
1593,nebraska,dakota,,1.0,1.0,1.0,1.0,,
2766,nebraska,dawes,,,1.0,1.0,,,
535,nebraska,dawson,1.0,1.0,1.0,1.0,,,
2767,nebraska,deuel,,,1.0,1.0,1.0,,
2768,nebraska,dixon,,,1.0,1.0,1.0,,
1594,nebraska,dodge,,1.0,1.0,1.0,1.0,,
536,nebraska,douglas,1.0,1.0,1.0,1.0,1.0,1.0,
2769,nebraska,dundy,,,1.0,1.0,,,
2135,nebraska,fillmore,,1.0,1.0,1.0,,,
2770,nebraska,franklin,,,1.0,1.0,1.0,,
2771,nebraska,frontier,,,1.0,1.0,1.0,,
1595,nebraska,furnas,,1.0,1.0,1.0,1.0,,
1596,nebraska,gage,,1.0,1.0,1.0,1.0,,
2772,nebraska,garden,,,1.0,1.0,,,
2773,nebraska,garfield,,,1.0,1.0,1.0,,
1597,nebraska,gosper,,1.0,1.0,1.0,1.0,,
2774,nebraska,grant,,,1.0,1.0,,,
2775,nebraska,greeley,,,1.0,1.0,1.0,,
537,nebraska,hall,1.0,1.0,1.0,1.0,1.0,,
1598,nebraska,hamilton,,1.0,1.0,1.0,,,
2776,nebraska,harlan,,,1.0,1.0,,,
2777,nebraska,hayes,,,1.0,1.0,,,
1599,nebraska,hitchcock,,1.0,1.0,1.0,,,
1600,nebraska,holt,,1.0,1.0,1.0,1.0,,
2778,nebraska,hooker,,,1.0,1.0,,,
2779,nebraska,howard,,,1.0,1.0,,,
2780,nebraska,jefferson,,,1.0,1.0,1.0,,
2781,nebraska,johnson,,,1.0,1.0,1.0,,
1601,nebraska,kearney,,1.0,1.0,1.0,,,
1602,nebraska,keith,,1.0,1.0,1.0,1.0,,
2782,nebraska,keyapaha,,,1.0,1.0,1.0,,
2783,nebraska,kimball,,,1.0,1.0,1.0,,
538,nebraska,knox,1.0,,1.0,1.0,1.0,,
539,nebraska,lancaster,1.0,1.0,1.0,1.0,1.0,,
1603,nebraska,lincoln,,1.0,1.0,1.0,1.0,,
2784,nebraska,logan,,,1.0,1.0,,,
2785,nebraska,loup,,,1.0,1.0,,,
1604,nebraska,madison,,1.0,1.0,1.0,1.0,,
2786,nebraska,mcpherson,,,1.0,1.0,,,
1605,nebraska,merrick,,1.0,1.0,1.0,,,
1606,nebraska,morrill,,1.0,1.0,1.0,,,
2787,nebraska,nance,,,1.0,1.0,,,
2788,nebraska,nemaha,,,1.0,1.0,1.0,,
2789,nebraska,nuckolls,,,1.0,1.0,,,
1607,nebraska,otoe,,1.0,1.0,1.0,1.0,,
2790,nebraska,pawnee,,,1.0,1.0,,,
1608,nebraska,perkins,,1.0,1.0,1.0,,,
1609,nebraska,phelps,,1.0,1.0,1.0,,,
1610,nebraska,pierce,,1.0,1.0,1.0,1.0,,
1611,nebraska,platte,,1.0,1.0,1.0,1.0,,
2791,nebraska,polk,,,1.0,1.0,,,
2792,nebraska,redwillow,,,1.0,1.0,1.0,,
2793,nebraska,richardson,,,1.0,1.0,1.0,,
2794,nebraska,rock,,,1.0,1.0,,,
1612,nebraska,saline,,1.0,1.0,1.0,1.0,,
540,nebraska,sarpy,1.0,1.0,1.0,1.0,1.0,,
2193,nebraska,saunders,,1.0,1.0,1.0,1.0,,
541,nebraska,scottsbluff,1.0,1.0,1.0,1.0,1.0,,
2136,nebraska,seward,,1.0,1.0,1.0,,,
2795,nebraska,sheridan,,,1.0,1.0,,,
2796,nebraska,sherman,,,1.0,1.0,,,
2797,nebraska,sioux,,,1.0,1.0,,,
1613,nebraska,stanton,,1.0,1.0,1.0,,,
2798,nebraska,thayer,,,1.0,1.0,1.0,,
542,nebraska,thomas,1.0,,1.0,1.0,,,
2799,nebraska,thurston,,,1.0,1.0,1.0,,
1614,nebraska,valley,,1.0,1.0,1.0,1.0,,
543,nebraska,washington,1.0,1.0,1.0,1.0,1.0,,
2800,nebraska,wayne,,,1.0,1.0,1.0,,
2801,nebraska,webster,,,1.0,1.0,1.0,,
2802,nebraska,wheeler,,,1.0,1.0,,,
1615,nebraska,york,,1.0,1.0,1.0,1.0,,
544,nevada,carsoncity,1.0,,1.0,1.0,,,
545,nevada,churchill,1.0,,1.0,1.0,1.0,,
546,nevada,clark,1.0,1.0,1.0,1.0,1.0,1.0,
547,nevada,douglas,1.0,,1.0,1.0,,,
548,nevada,elko,1.0,1.0,1.0,1.0,1.0,,
2803,nevada,esmeralda,,,1.0,1.0,,,
1616,nevada,eureka,,1.0,1.0,1.0,1.0,,
1617,nevada,humboldt,,1.0,1.0,1.0,1.0,,
1618,nevada,lander,,1.0,1.0,1.0,1.0,,
2804,nevada,lincoln,,,1.0,1.0,,,
549,nevada,lyon,1.0,1.0,1.0,1.0,1.0,,
2805,nevada,mineral,,,1.0,1.0,1.0,,
550,nevada,nye,1.0,1.0,1.0,1.0,1.0,,
1619,nevada,pershing,,1.0,1.0,1.0,1.0,,
1620,nevada,storey,,1.0,1.0,1.0,1.0,,
551,nevada,washoe,1.0,1.0,1.0,1.0,1.0,1.0,
552,nevada,whitepine,1.0,,1.0,1.0,1.0,1.0,
553,new hampshire,belknap,1.0,,1.0,1.0,1.0,1.0,
2806,new hampshire,carroll,,,1.0,1.0,1.0,,
554,new hampshire,cheshire,1.0,,1.0,1.0,,1.0,
555,new hampshire,coos,1.0,1.0,1.0,1.0,1.0,1.0,
556,new hampshire,grafton,1.0,1.0,1.0,1.0,1.0,1.0,
557,new hampshire,hillsborough,1.0,1.0,1.0,1.0,1.0,1.0,
558,new hampshire,merrimack,1.0,1.0,1.0,1.0,1.0,1.0,
559,new hampshire,rockingham,1.0,1.0,1.0,1.0,1.0,1.0,
1621,new hampshire,strafford,,1.0,1.0,1.0,1.0,,
1622,new hampshire,sullivan,,1.0,1.0,1.0,1.0,,
560,new jersey,atlantic,1.0,1.0,1.0,1.0,1.0,,
561,new jersey,bergen,1.0,1.0,1.0,1.0,1.0,1.0,
1623,new jersey,burlington,,1.0,1.0,1.0,1.0,,
562,new jersey,camden,1.0,1.0,1.0,1.0,1.0,1.0,
1624,new jersey,capemay,,1.0,1.0,1.0,1.0,,
563,new jersey,cumberland,1.0,1.0,1.0,1.0,1.0,,
564,new jersey,essex,1.0,1.0,1.0,1.0,1.0,1.0,
565,new jersey,gloucester,1.0,1.0,1.0,1.0,1.0,,
566,new jersey,hudson,1.0,1.0,1.0,1.0,1.0,1.0,
567,new jersey,hunterdon,1.0,1.0,1.0,1.0,1.0,1.0,
568,new jersey,mercer,1.0,1.0,1.0,1.0,1.0,1.0,
569,new jersey,middlesex,1.0,1.0,1.0,1.0,1.0,,
570,new jersey,monmouth,1.0,1.0,1.0,1.0,1.0,,
571,new jersey,morris,1.0,1.0,1.0,1.0,1.0,,
572,new jersey,ocean,1.0,1.0,1.0,1.0,1.0,,
573,new jersey,passaic,1.0,,1.0,1.0,1.0,,
1625,new jersey,salem,,1.0,1.0,1.0,1.0,,
1626,new jersey,somerset,,1.0,1.0,1.0,1.0,,
1627,new jersey,sussex,,1.0,1.0,1.0,1.0,,
574,new jersey,union,1.0,1.0,1.0,1.0,1.0,1.0,
575,new jersey,warren,1.0,1.0,1.0,1.0,1.0,1.0,
576,new mexico,bernalillo,1.0,1.0,1.0,1.0,1.0,1.0,
577,new mexico,catron,1.0,,1.0,1.0,,,
578,new mexico,chaves,1.0,1.0,1.0,1.0,1.0,,
2807,new mexico,cibola,,,1.0,1.0,1.0,,
2808,new mexico,colfax,,,1.0,1.0,1.0,,
1628,new mexico,curry,,1.0,1.0,1.0,1.0,,
2809,new mexico,debaca,,,1.0,1.0,,,
579,new mexico,donaana,1.0,1.0,1.0,1.0,1.0,1.0,
580,new mexico,eddy,1.0,1.0,1.0,1.0,1.0,1.0,
2089,new mexico,grant,,1.0,1.0,1.0,1.0,,
2810,new mexico,guadalupe,,,1.0,1.0,1.0,,
2811,new mexico,harding,,,1.0,1.0,,,
1629,new mexico,hidalgo,,1.0,1.0,1.0,1.0,,
581,new mexico,lea,1.0,1.0,1.0,1.0,1.0,,
582,new mexico,lincoln,1.0,,1.0,1.0,,,
583,new mexico,losalamos,1.0,1.0,1.0,1.0,1.0,,
584,new mexico,luna,1.0,1.0,1.0,1.0,1.0,,
1630,new mexico,mckinley,,1.0,1.0,1.0,1.0,,
2812,new mexico,mora,,,1.0,1.0,,,
2157,new mexico,otero,,1.0,1.0,1.0,1.0,,
2813,new mexico,quay,,,1.0,1.0,1.0,,
585,new mexico,rioarriba,1.0,1.0,1.0,1.0,1.0,,
1631,new mexico,roosevelt,,1.0,1.0,1.0,1.0,,
587,new mexico,sandoval,1.0,1.0,1.0,1.0,1.0,,
586,new mexico,sanjuan,1.0,1.0,1.0,1.0,1.0,1.0,
2814,new mexico,sanmiguel,,,1.0,1.0,1.0,,
588,new mexico,santafe,1.0,1.0,1.0,1.0,1.0,,
2815,new mexico,sierra,,,1.0,1.0,1.0,,
589,new mexico,socorro,1.0,,1.0,1.0,,,
590,new mexico,taos,1.0,,1.0,1.0,1.0,,
2816,new mexico,torrance,,,1.0,1.0,1.0,,
2817,new mexico,union,,,1.0,1.0,,,
591,new mexico,valencia,1.0,1.0,1.0,1.0,1.0,,
592,new york,albany,1.0,1.0,1.0,1.0,1.0,,
1632,new york,allegany,,1.0,1.0,1.0,1.0,,
593,new york,bronx,1.0,1.0,1.0,1.0,1.0,1.0,
1633,new york,broome,,1.0,1.0,1.0,1.0,,
1634,new york,cattaraugus,,1.0,1.0,1.0,1.0,,
1635,new york,cayuga,,1.0,1.0,1.0,1.0,,
594,new york,chautauqua,1.0,1.0,1.0,1.0,1.0,1.0,
1636,new york,chemung,,1.0,1.0,1.0,1.0,,
2818,new york,chenango,,,1.0,1.0,,,
1637,new york,clinton,,1.0,1.0,1.0,1.0,,
2819,new york,columbia,,,1.0,1.0,1.0,,
1638,new york,cortland,,1.0,1.0,1.0,,,
2179,new york,delaware,,1.0,1.0,1.0,,,
595,new york,dutchess,1.0,1.0,1.0,1.0,1.0,,
596,new york,erie,1.0,1.0,1.0,1.0,1.0,,
597,new york,essex,1.0,1.0,1.0,1.0,1.0,1.0,
