,State,County,aqi,ghg,income,pop,plant,weather_epa,weather_meso
2337,georgia,dooly,,,1.0,1.0,,,
199,georgia,dougherty,1.0,1.0,1.0,1.0,1.0,,1.0
200,georgia,douglas,1.0,,1.0,1.0,,,1.0
1160,georgia,early,,1.0,1.0,1.0,1.0,,
2338,georgia,echols,,,1.0,1.0,,,
1161,georgia,effingham,,1.0,1.0,1.0,1.0,,
2339,georgia,elbert,,,1.0,1.0,1.0,,
2340,georgia,emanuel,,,1.0,1.0,,,
2341,georgia,evans,,,1.0,1.0,,,
2342,georgia,fannin,,,1.0,1.0,1.0,,
1162,georgia,fayette,,1.0,1.0,1.0,,,
201,georgia,floyd,1.0,1.0,1.0,1.0,1.0,,1.0
1163,georgia,forsyth,,1.0,1.0,1.0,1.0,,
2343,georgia,franklin,,,1.0,1.0,,,
202,georgia,fulton,1.0,1.0,1.0,1.0,1.0,,1.0
2344,georgia,gilmer,,,1.0,1.0,,,
2122,georgia,glascock,,1.0,1.0,1.0,1.0,,
203,georgia,glynn,1.0,1.0,1.0,1.0,1.0,,1.0
1164,georgia,gordon,,1.0,1.0,1.0,,,
2345,georgia,grady,,,1.0,1.0,,,
1165,georgia,greene,,1.0,1.0,1.0,,,
204,georgia,gwinnett,1.0,1.0,1.0,1.0,1.0,,1.0
1166,georgia,habersham,,1.0,1.0,1.0,1.0,,
205,georgia,hall,1.0,1.0,1.0,1.0,,,1.0
2346,georgia,hancock,,,1.0,1.0,1.0,,
2347,georgia,haralson,,,1.0,1.0,,,
2123,georgia,harris,,1.0,1.0,1.0,,,
1167,georgia,hart,,1.0,1.0,1.0,1.0,,
1168,georgia,heard,,1.0,1.0,1.0,1.0,,
206,georgia,henry,1.0,1.0,1.0,1.0,,,1.0
207,georgia,houston,1.0,1.0,1.0,1.0,1.0,,1.0
2348,georgia,irwin,,,1.0,1.0,,,
1169,georgia,jackson,,1.0,1.0,1.0,1.0,,
2186,georgia,jasper,,1.0,1.0,1.0,1.0,,
2349,georgia,jeffdavis,,,1.0,1.0,1.0,,
1170,georgia,jefferson,,1.0,1.0,1.0,1.0,,
2187,georgia,jenkins,,1.0,1.0,1.0,1.0,,
2350,georgia,johnson,,,1.0,1.0,,,
2351,georgia,jones,,,1.0,1.0,,,
1171,georgia,lamar,,1.0,1.0,1.0,1.0,,
2352,georgia,lanier,,,1.0,1.0,1.0,,
1172,georgia,laurens,,1.0,1.0,1.0,1.0,,
2353,georgia,lee,,,1.0,1.0,,,
1173,georgia,liberty,,1.0,1.0,1.0,1.0,,
2354,georgia,lincoln,,,1.0,1.0,,,
2355,georgia,long,,,1.0,1.0,,,
208,georgia,lowndes,1.0,1.0,1.0,1.0,1.0,,1.0
2356,georgia,lumpkin,,,1.0,1.0,,,
1174,georgia,macon,,1.0,1.0,1.0,1.0,,
1175,georgia,madison,,1.0,1.0,1.0,,,
1176,georgia,marion,,1.0,1.0,1.0,,,
2357,georgia,mcduffie,,,1.0,1.0,,,
2358,georgia,mcintosh,,,1.0,1.0,,,
2124,georgia,meriwether,,1.0,1.0,1.0,1.0,,
2359,georgia,miller,,,1.0,1.0,,,
1177,georgia,mitchell,,1.0,1.0,1.0,1.0,,
1178,georgia,monroe,,1.0,1.0,1.0,1.0,,
2360,georgia,montgomery,,,1.0,1.0,,,
2361,georgia,morgan,,,1.0,1.0,1.0,,
209,georgia,murray,1.0,1.0,1.0,1.0,1.0,1.0,1.0
210,georgia,muscogee,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1179,georgia,newton,,1.0,1.0,1.0,,,
2362,georgia,oconee,,,1.0,1.0,,,
2363,georgia,oglethorpe,,,1.0,1.0,,,
211,georgia,paulding,1.0,,1.0,1.0,,1.0,1.0
2364,georgia,peach,,,1.0,1.0,,,
2365,georgia,pickens,,,1.0,1.0,,,
2366,georgia,pierce,,,1.0,1.0,,,
212,georgia,pike,1.0,,1.0,1.0,,,1.0
1180,georgia,polk,,1.0,1.0,1.0,1.0,,
2367,georgia,pulaski,,,1.0,1.0,,,
1181,georgia,putnam,,1.0,1.0,1.0,1.0,,
2368,georgia,quitman,,,1.0,1.0,,,
2369,georgia,rabun,,,1.0,1.0,1.0,,
1182,georgia,randolph,,1.0,1.0,1.0,,,
213,georgia,richmond,1.0,1.0,1.0,1.0,1.0,1.0,1.0
214,georgia,rockdale,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2370,georgia,schley,,,1.0,1.0,,,
2070,georgia,screven,,1.0,1.0,1.0,,,
2371,georgia,seminole,,,1.0,1.0,1.0,,
1183,georgia,spalding,,1.0,1.0,1.0,1.0,,
2372,georgia,stephens,,,1.0,1.0,1.0,,
2373,georgia,stewart,,,1.0,1.0,,,
215,georgia,sumter,1.0,1.0,1.0,1.0,,,1.0
1184,georgia,talbot,,1.0,1.0,1.0,1.0,,
2374,georgia,taliaferro,,,1.0,1.0,,,
2375,georgia,tattnall,,,1.0,1.0,,,
2125,georgia,taylor,,1.0,1.0,1.0,1.0,,
2376,georgia,telfair,,,1.0,1.0,,,
2377,georgia,terrell,,,1.0,1.0,,,
1185,georgia,thomas,,1.0,1.0,1.0,,,
1186,georgia,tift,,1.0,1.0,1.0,,,
2378,georgia,toombs,,,1.0,1.0,,,
2379,georgia,towns,,,1.0,1.0,,,
2380,georgia,treutlen,,,1.0,1.0,,,
1187,georgia,troup,,1.0,1.0,1.0,1.0,,
2381,georgia,turner,,,1.0,1.0,,,
1188,georgia,twiggs,,1.0,1.0,1.0,1.0,,
2382,georgia,union,,,1.0,1.0,1.0,,
1189,georgia,upson,,1.0,1.0,1.0,1.0,,
216,georgia,walker,1.0,,1.0,1.0,,,1.0
1190,georgia,walton,,1.0,1.0,1.0,1.0,,
2383,georgia,ware,,,1.0,1.0,,,
2384,georgia,warren,,,1.0,1.0,,,
217,georgia,washington,1.0,1.0,1.0,1.0,1.0,,1.0
1191,georgia,wayne,,1.0,1.0,1.0,1.0,,
2385,georgia,webster,,,1.0,1.0,,,
2386,georgia,wheeler,,,1.0,1.0,,,
2387,georgia,white,,,1.0,1.0,,,
1192,georgia,whitfield,,1.0,1.0,1.0,,,
2388,georgia,wilcox,,,1.0,1.0,,,
2389,georgia,wilkes,,,1.0,1.0,,,
218,georgia,wilkinson,1.0,1.0,1.0,1.0,,,1.0
2390,georgia,worth,,,1.0,1.0,1.0,,
219,hawaii,hawaii,1.0,1.0,1.0,1.0,1.0,1.0,1.0
220,hawaii,honolulu,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3180,hawaii,kalawao,,,,1.0,,,
221,hawaii,kauai,1.0,1.0,1.0,1.0,1.0,,1.0
222,hawaii,maui,1.0,1.0,1.0,1.0,1.0,,1.0
223,idaho,ada,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2391,idaho,adams,,,1.0,1.0,1.0,,
224,idaho,bannock,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1193,idaho,bearlake,,1.0,1.0,1.0,,,
225,idaho,benewah,1.0,,1.0,1.0,1.0,,1.0
1194,idaho,bingham,,1.0,1.0,1.0,,,
226,idaho,blaine,1.0,,1.0,1.0,1.0,,1.0
227,idaho,boise,1.0,,1.0,1.0,1.0,,1.0
228,idaho,bonner,1.0,1.0,1.0,1.0,1.0,1.0,1.0
229,idaho,bonneville,1.0,1.0,1.0,1.0,1.0,,1.0
2392,idaho,boundary,,,1.0,1.0,1.0,,
230,idaho,butte,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2393,idaho,camas,,,1.0,1.0,,,
231,idaho,canyon,1.0,1.0,1.0,1.0,1.0,,1.0
232,idaho,caribou,1.0,1.0,1.0,1.0,1.0,,1.0
1195,idaho,cassia,,1.0,1.0,1.0,1.0,,
2394,idaho,clark,,,1.0,1.0,1.0,,
2395,idaho,clearwater,,,1.0,1.0,1.0,,
233,idaho,custer,1.0,,1.0,1.0,,,1.0
1196,idaho,elmore,,1.0,1.0,1.0,1.0,,
234,idaho,franklin,1.0,,1.0,1.0,1.0,,1.0
2396,idaho,fremont,,,1.0,1.0,1.0,,
2397,idaho,gem,,,1.0,1.0,1.0,,
1197,idaho,gooding,,1.0,1.0,1.0,1.0,,
235,idaho,idaho,1.0,,1.0,1.0,1.0,1.0,1.0
1198,idaho,jefferson,,1.0,1.0,1.0,1.0,,
236,idaho,jerome,1.0,1.0,1.0,1.0,1.0,1.0,1.0
237,idaho,kootenai,1.0,1.0,1.0,1.0,1.0,1.0,1.0
238,idaho,latah,1.0,,1.0,1.0,,1.0,1.0
239,idaho,lemhi,1.0,,1.0,1.0,1.0,1.0,1.0
2398,idaho,lewis,,,1.0,1.0,,,
2399,idaho,lincoln,,,1.0,1.0,1.0,,
2188,idaho,madison,,1.0,1.0,1.0,1.0,,
1199,idaho,minidoka,,1.0,1.0,1.0,1.0,,
240,idaho,nezperce,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2400,idaho,oneida,,,1.0,1.0,,,
2401,idaho,owyhee,,,1.0,1.0,1.0,,
2126,idaho,payette,,1.0,1.0,1.0,1.0,,
1200,idaho,power,,1.0,1.0,1.0,1.0,,
241,idaho,shoshone,1.0,,1.0,1.0,,1.0,1.0
2402,idaho,teton,,,1.0,1.0,1.0,,
242,idaho,twinfalls,1.0,1.0,1.0,1.0,1.0,1.0,1.0
243,idaho,valley,1.0,,1.0,1.0,1.0,,1.0
2403,idaho,washington,,,1.0,1.0,1.0,,
244,illinois,adams,1.0,1.0,1.0,1.0,,,1.0
1201,illinois,alexander,,1.0,1.0,1.0,,,
1202,illinois,bond,,1.0,1.0,1.0,,,
1203,illinois,boone,,1.0,1.0,1.0,,,
2404,illinois,brown,,,1.0,1.0,1.0,,
2405,illinois,bureau,,,1.0,1.0,1.0,,
2406,illinois,calhoun,,,1.0,1.0,,,
2407,illinois,carroll,,,1.0,1.0,,,
1204,illinois,cass,,1.0,1.0,1.0,,,
245,illinois,champaign,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1205,illinois,christian,,1.0,1.0,1.0,1.0,,
246,illinois,clark,1.0,,1.0,1.0,1.0,1.0,1.0
1206,illinois,clay,,1.0,1.0,1.0,1.0,,
1207,illinois,clinton,,1.0,1.0,1.0,1.0,,
1208,illinois,coles,,1.0,1.0,1.0,,,
247,illinois,cook,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1209,illinois,crawford,,1.0,1.0,1.0,,,
2408,illinois,cumberland,,,1.0,1.0,,,
1210,illinois,dekalb,,1.0,1.0,1.0,1.0,,
1211,illinois,dewitt,,1.0,1.0,1.0,1.0,,
1212,illinois,douglas,,1.0,1.0,1.0,1.0,,
248,illinois,dupage,1.0,1.0,1.0,1.0,1.0,,1.0
2409,illinois,edgar,,,1.0,1.0,,,
2410,illinois,edwards,,,1.0,1.0,,,
249,illinois,effingham,1.0,1.0,1.0,1.0,1.0,,1.0
1213,illinois,fayette,,1.0,1.0,1.0,1.0,,
1214,illinois,ford,,1.0,1.0,1.0,1.0,,
1215,illinois,franklin,,1.0,1.0,1.0,,,
1216,illinois,fulton,,1.0,1.0,1.0,1.0,,
2127,illinois,gallatin,,1.0,1.0,1.0,,,
2411,illinois,greene,,,1.0,1.0,,,
1217,illinois,grundy,,1.0,1.0,1.0,1.0,,
250,illinois,hamilton,1.0,1.0,1.0,1.0,1.0,,1.0
2412,illinois,hancock,,,1.0,1.0,,,
2413,illinois,hardin,,,1.0,1.0,,,
2414,illinois,henderson,,,1.0,1.0,,,
1218,illinois,henry,,1.0,1.0,1.0,1.0,,
1219,illinois,iroquois,,1.0,1.0,1.0,1.0,,
1220,illinois,jackson,,1.0,1.0,1.0,1.0,,
1221,illinois,jasper,,1.0,1.0,1.0,1.0,,
1222,illinois,jefferson,,1.0,1.0,1.0,,,
251,illinois,jersey,1.0,,1.0,1.0,,,1.0
252,illinois,jodaviess,1.0,1.0,1.0,1.0,,,1.0
2415,illinois,johnson,,,1.0,1.0,,,
253,illinois,kane,1.0,1.0,1.0,1.0,1.0,,1.0
1223,illinois,kankakee,,1.0,1.0,1.0,1.0,,
1224,illinois,kendall,,1.0,1.0,1.0,1.0,,
1225,illinois,knox,,1.0,1.0,1.0,,,
255,illinois,lake,1.0,1.0,1.0,1.0,1.0,1.0,1.0
254,illinois,lasalle,1.0,1.0,1.0,1.0,1.0,,1.0
1226,illinois,lawrence,,1.0,1.0,1.0,,,
1227,illinois,lee,,1.0,1.0,1.0,1.0,,
1228,illinois,livingston,,1.0,1.0,1.0,1.0,,
1229,illinois,logan,,1.0,1.0,1.0,,,
256,illinois,macon,1.0,1.0,1.0,1.0,1.0,,1.0
257,illinois,macoupin,1.0,1.0,1.0,1.0,,,1.0
258,illinois,madison,1.0,1.0,1.0,1.0,1.0,,1.0
1230,illinois,marion,,1.0,1.0,1.0,1.0,,
1231,illinois,marshall,,1.0,1.0,1.0,,,
1232,illinois,mason,,1.0,1.0,1.0,1.0,,
1233,illinois,massac,,1.0,1.0,1.0,1.0,,
1234,illinois,mcdonough,,1.0,1.0,1.0,1.0,,
259,illinois,mchenry,1.0,1.0,1.0,1.0,1.0,,1.0
260,illinois,mclean,1.0,1.0,1.0,1.0,1.0,,1.0
2416,illinois,menard,,,1.0,1.0,,,
1235,illinois,mercer,,1.0,1.0,1.0,,,
261,illinois,monroe,1.0,,1.0,1.0,1.0,1.0,1.0
1236,illinois,montgomery,,1.0,1.0,1.0,1.0,,
1237,illinois,morgan,,1.0,1.0,1.0,,,
1238,illinois,moultrie,,1.0,1.0,1.0,1.0,,
1239,illinois,ogle,,1.0,1.0,1.0,1.0,,
262,illinois,peoria,1.0,1.0,1.0,1.0,1.0,,1.0
1240,illinois,perry,,1.0,1.0,1.0,1.0,,
1241,illinois,piatt,,1.0,1.0,1.0,1.0,,
1242,illinois,pike,,1.0,1.0,1.0,1.0,,
2417,illinois,pope,,,1.0,1.0,,,
1243,illinois,pulaski,,1.0,1.0,1.0,,,
1244,illinois,putnam,,1.0,1.0,1.0,1.0,,
263,illinois,randolph,1.0,1.0,1.0,1.0,1.0,,1.0
2418,illinois,richland,,,1.0,1.0,,,
264,illinois,rockisland,1.0,1.0,1.0,1.0,1.0,,1.0
265,illinois,saintclair,1.0,,,,,,1.0
1246,illinois,saline,,1.0,1.0,1.0,,,
266,illinois,sangamon,1.0,1.0,1.0,1.0,1.0,,1.0
2419,illinois,schuyler,,,1.0,1.0,,,
2420,illinois,scott,,,1.0,1.0,1.0,,
1247,illinois,shelby,,1.0,1.0,1.0,1.0,,
2421,illinois,stark,,,1.0,1.0,1.0,,
1245,illinois,stclair,,1.0,1.0,1.0,1.0,1.0,
1248,illinois,stephenson,,1.0,1.0,1.0,1.0,,
267,illinois,tazewell,1.0,1.0,1.0,1.0,1.0,,1.0
2422,illinois,union,,,1.0,1.0,,,
1249,illinois,vermilion,,1.0,1.0,1.0,1.0,,
268,illinois,wabash,1.0,,1.0,1.0,,,1.0
2189,illinois,warren,,1.0,1.0,1.0,,,
2423,illinois,washington,,,1.0,1.0,,,
1250,illinois,wayne,,1.0,1.0,1.0,1.0,,
2071,illinois,white,,1.0,1.0,1.0,1.0,,
1251,illinois,whiteside,,1.0,1.0,1.0,1.0,,
269,illinois,will,1.0,1.0,1.0,1.0,1.0,,1.0
1252,illinois,williamson,,1.0,1.0,1.0,1.0,,
270,illinois,winnebago,1.0,1.0,1.0,1.0,1.0,,1.0
2424,illinois,woodford,,,1.0,1.0,1.0,,
1253,indiana,adams,,1.0,1.0,1.0,1.0,,
271,indiana,allen,1.0,1.0,1.0,1.0,,1.0,1.0
272,indiana,bartholomew,1.0,1.0,1.0,1.0,,,1.0
2172,indiana,benton,,1.0,1.0,1.0,1.0,,
2425,indiana,blackford,,,1.0,1.0,,,
273,indiana,boone,1.0,,1.0,1.0,,,1.0
274,indiana,brown,1.0,,1.0,1.0,,,1.0
275,indiana,carroll,1.0,,1.0,1.0,1.0,1.0,1.0
1254,indiana,cass,,1.0,1.0,1.0,1.0,,
276,indiana,clark,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1255,indiana,clay,,1.0,1.0,1.0,1.0,,
1256,indiana,clinton,,1.0,1.0,1.0,,,
2426,indiana,crawford,,,1.0,1.0,,,
277,indiana,daviess,1.0,1.0,1.0,1.0,1.0,,1.0
1258,indiana,dearborn,,1.0,1.0,1.0,1.0,,
1259,indiana,decatur,,1.0,1.0,1.0,,,
1257,indiana,dekalb,,1.0,1.0,1.0,1.0,,
278,indiana,delaware,1.0,1.0,1.0,1.0,,,1.0
279,indiana,dubois,1.0,1.0,1.0,1.0,1.0,,1.0
280,indiana,elkhart,1.0,1.0,1.0,1.0,1.0,,1.0
2427,indiana,fayette,,,1.0,1.0,1.0,,
281,indiana,floyd,1.0,1.0,1.0,1.0,1.0,,1.0
282,indiana,fountain,1.0,,1.0,1.0,,,1.0
2428,indiana,franklin,,,1.0,1.0,,,
2429,indiana,fulton,,,1.0,1.0,,,
283,indiana,gibson,1.0,1.0,1.0,1.0,1.0,,1.0
1260,indiana,grant,,1.0,1.0,1.0,1.0,,
284,indiana,greene,1.0,1.0,1.0,1.0,1.0,1.0,1.0
285,indiana,hamilton,1.0,1.0,1.0,1.0,1.0,,1.0
2153,indiana,hancock,,1.0,1.0,1.0,,,1.0
2430,indiana,harrison,,,1.0,1.0,1.0,,
286,indiana,hendricks,1.0,1.0,1.0,1.0,1.0,,1.0
287,indiana,henry,1.0,1.0,1.0,1.0,1.0,1.0,1.0
288,indiana,howard,1.0,1.0,1.0,1.0,1.0,,1.0
289,indiana,huntington,1.0,1.0,1.0,1.0,,,1.0
290,indiana,jackson,1.0,1.0,1.0,1.0,,1.0,1.0
1261,indiana,jasper,,1.0,1.0,1.0,1.0,,1.0
1262,indiana,jay,,1.0,1.0,1.0,1.0,,
1263,indiana,jefferson,,1.0,1.0,1.0,1.0,,
2431,indiana,jennings,,,1.0,1.0,,,
291,indiana,johnson,1.0,,1.0,1.0,1.0,,1.0
292,indiana,knox,1.0,1.0,1.0,1.0,1.0,,1.0
1264,indiana,kosciusko,,1.0,1.0,1.0,,,
2432,indiana,lagrange,,,1.0,1.0,,,
294,indiana,lake,1.0,1.0,1.0,1.0,1.0,1.0,1.0
293,indiana,laporte,1.0,1.0,1.0,1.0,1.0,,1.0
1265,indiana,lawrence,,1.0,1.0,1.0,1.0,,
295,indiana,madison,1.0,1.0,1.0,1.0,1.0,,1.0
296,indiana,marion,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1266,indiana,marshall,,1.0,1.0,1.0,1.0,,
1267,indiana,martin,,1.0,1.0,1.0,,,
1268,indiana,miami,,1.0,1.0,1.0,1.0,,
297,indiana,monroe,1.0,1.0,1.0,1.0,1.0,,1.0
1269,indiana,montgomery,,1.0,1.0,1.0,1.0,,1.0
298,indiana,morgan,1.0,1.0,1.0,1.0,1.0,,1.0
1270,indiana,newton,,1.0,1.0,1.0,,,
2433,indiana,noble,,,1.0,1.0,,,
2434,indiana,ohio,,,1.0,1.0,,,
2435,indiana,orange,,,1.0,1.0,,,
2436,indiana,owen,,,1.0,1.0,,,
1271,indiana,parke,,1.0,1.0,1.0,,,
299,indiana,perry,1.0,1.0,1.0,1.0,1.0,,1.0
300,indiana,pike,1.0,1.0,1.0,1.0,1.0,,1.0
301,indiana,porter,1.0,1.0,1.0,1.0,1.0,1.0,1.0
302,indiana,posey,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2437,indiana,pulaski,,,1.0,1.0,,,
1272,indiana,putnam,,1.0,1.0,1.0,,,
1273,indiana,randolph,,1.0,1.0,1.0,1.0,,
2438,indiana,ripley,,,1.0,1.0,,,
2439,indiana,rush,,,1.0,1.0,,,
1274,indiana,scott,,1.0,1.0,1.0,,,
303,indiana,shelby,1.0,1.0,1.0,1.0,,,1.0
304,indiana,spencer,1.0,1.0,1.0,1.0,1.0,,1.0
2072,indiana,starke,,1.0,1.0,1.0,,,
2440,indiana,steuben,,,1.0,1.0,,,
305,indiana,stjoseph,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1275,indiana,sullivan,,1.0,1.0,1.0,1.0,,1.0
2441,indiana,switzerland,,,1.0,1.0,1.0,,
306,indiana,tippecanoe,1.0,1.0,1.0,1.0,1.0,,1.0
2442,indiana,tipton,,,1.0,1.0,1.0,,
2443,indiana,union,,,1.0,1.0,,,
307,indiana,vanderburgh,1.0,1.0,1.0,1.0,1.0,,1.0
1276,indiana,vermillion,,1.0,1.0,1.0,1.0,,
308,indiana,vigo,1.0,1.0,1.0,1.0,1.0,,1.0
309,indiana,wabash,1.0,1.0,1.0,1.0,1.0,,1.0
2444,indiana,warren,,,1.0,1.0,,,
310,indiana,warrick,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2445,indiana,washington,,,1.0,1.0,,,
311,indiana,wayne,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1277,indiana,wells,,1.0,1.0,1.0,1.0,,
1278,indiana,white,,1.0,1.0,1.0,1.0,,
312,indiana,whitley,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2446,iowa,adair,,,1.0,1.0,1.0,,
1279,iowa,adams,,1.0,1.0,1.0,1.0,,
1280,iowa,allamakee,,1.0,1.0,1.0,1.0,,
2447,iowa,appanoose,,,1.0,1.0,1.0,,
1281,iowa,audubon,,1.0,1.0,1.0,1.0,,
2448,iowa,benton,,,1.0,1.0,1.0,,
313,iowa,blackhawk,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1282,iowa,boone,,1.0,1.0,1.0,1.0,,
314,iowa,bremer,1.0,,1.0,1.0,1.0,,1.0
1283,iowa,buchanan,,1.0,1.0,1.0,1.0,,
1284,iowa,buenavista,,1.0,1.0,1.0,1.0,,
1285,iowa,butler,,1.0,1.0,1.0,,,
2449,iowa,calhoun,,,1.0,1.0,,,
2073,iowa,carroll,,1.0,1.0,1.0,1.0,,
2450,iowa,cass,,,1.0,1.0,1.0,,
2451,iowa,cedar,,,1.0,1.0,1.0,,
315,iowa,cerrogordo,1.0,1.0,1.0,1.0,1.0,,1.0
1286,iowa,cherokee,,1.0,1.0,1.0,,,
1287,iowa,chickasaw,,1.0,1.0,1.0,1.0,,
2452,iowa,clarke,,,1.0,1.0,,,
1288,iowa,clay,,1.0,1.0,1.0,1.0,,
2453,iowa,clayton,,,1.0,1.0,1.0,,
316,iowa,clinton,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1289,iowa,crawford,,1.0,1.0,1.0,1.0,,
1290,iowa,dallas,,1.0,1.0,1.0,,,
2454,iowa,davis,,,1.0,1.0,1.0,,
2455,iowa,decatur,,,1.0,1.0,1.0,,
317,iowa,delaware,1.0,1.0,1.0,1.0,1.0,,1.0
1291,iowa,desmoines,,1.0,1.0,1.0,1.0,,
1292,iowa,dickinson,,1.0,1.0,1.0,1.0,,
1293,iowa,dubuque,,1.0,1.0,1.0,1.0,,
1294,iowa,emmet,,1.0,1.0,1.0,1.0,,
1295,iowa,fayette,,1.0,1.0,1.0,,,
1296,iowa,floyd,,1.0,1.0,1.0,1.0,,
2456,iowa,franklin,,,1.0,1.0,1.0,,
2128,iowa,fremont,,1.0,1.0,1.0,,,
1297,iowa,greene,,1.0,1.0,1.0,1.0,,
2457,iowa,grundy,,,1.0,1.0,1.0,,
1298,iowa,guthrie,,1.0,1.0,1.0,1.0,,
1299,iowa,hamilton,,1.0,1.0,1.0,1.0,,
2458,iowa,hancock,,,1.0,1.0,1.0,,
1300,iowa,hardin,,1.0,1.0,1.0,1.0,,
318,iowa,harrison,1.0,,1.0,1.0,,,1.0
2459,iowa,henry,,,1.0,1.0,1.0,,
2460,iowa,howard,,,1.0,1.0,1.0,,
2461,iowa,humboldt,,,1.0,1.0,,,
1301,iowa,ida,,1.0,1.0,1.0,1.0,,
2462,iowa,iowa,,,1.0,1.0,1.0,,
2463,iowa,jackson,,,1.0,1.0,1.0,,
2464,iowa,jasper,,,1.0,1.0,,,
2465,iowa,jefferson,,,1.0,1.0,,,
319,iowa,johnson,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2466,iowa,jones,,,1.0,1.0,,,
1302,iowa,keokuk,,1.0,1.0,1.0,,,
1303,iowa,kossuth,,1.0,1.0,1.0,1.0,,
320,iowa,lee,1.0,1.0,1.0,1.0,1.0,,1.0
321,iowa,linn,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1304,iowa,louisa,,1.0,1.0,1.0,1.0,,
2467,iowa,lucas,,,1.0,1.0,,,
2468,iowa,lyon,,,1.0,1.0,1.0,,
2469,iowa,madison,,,1.0,1.0,1.0,,
1305,iowa,mahaska,,1.0,1.0,1.0,,,
1306,iowa,marion,,1.0,1.0,1.0,1.0,,
1307,iowa,marshall,,1.0,1.0,1.0,1.0,,
1308,iowa,mills,,1.0,1.0,1.0,,,
1309,iowa,mitchell,,1.0,1.0,1.0,1.0,,
2470,iowa,monona,,,1.0,1.0,,,
2129,iowa,monroe,,1.0,1.0,1.0,1.0,,
322,iowa,montgomery,1.0,,1.0,1.0,1.0,1.0,1.0
323,iowa,muscatine,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1310,iowa,o'brien,,1.0,1.0,1.0,1.0,,
1311,iowa,obrien,,1.0,,,,,
1312,iowa,osceola,,1.0,1.0,1.0,1.0,,
1313,iowa,page,,1.0,1.0,1.0,1.0,,
324,iowa,paloalto,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1314,iowa,plymouth,,1.0,1.0,1.0,,,
2471,iowa,pocahontas,,,1.0,1.0,1.0,,
325,iowa,polk,1.0,1.0,1.0,1.0,1.0,1.0,1.0
326,iowa,pottawattamie,1.0,1.0,1.0,1.0,1.0,,1.0
2472,iowa,poweshiek,,,1.0,1.0,1.0,,
2473,iowa,ringgold,,,1.0,1.0,,,
2474,iowa,sac,,,1.0,1.0,,,
327,iowa,scott,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2475,iowa,shelby,,,1.0,1.0,1.0,,
1315,iowa,sioux,,1.0,1.0,1.0,,,
328,iowa,story,1.0,1.0,1.0,1.0,1.0,,1.0
2190,iowa,tama,,1.0,1.0,1.0,1.0,,
2476,iowa,taylor,,,1.0,1.0,1.0,,
1316,iowa,union,,1.0,1.0,1.0,1.0,,
329,iowa,vanburen,1.0,1.0,1.0,1.0,,1.0,1.0
1317,iowa,wapello,,1.0,1.0,1.0,1.0,,
330,iowa,warren,1.0,1.0,1.0,1.0,1.0,,1.0
2477,iowa,washington,,,1.0,1.0,,,
1318,iowa,wayne,,1.0,1.0,1.0,,,
1319,iowa,webster,,1.0,1.0,1.0,1.0,,
1320,iowa,winnebago,,1.0,1.0,1.0,1.0,,
1321,iowa,winneshiek,,1.0,1.0,1.0,1.0,,
331,iowa,woodbury,1.0,1.0,1.0,1.0,1.0,,1.0
1322,iowa,worth,,1.0,1.0,1.0,1.0,,
1323,iowa,wright,,1.0,1.0,1.0,1.0,,
1324,kansas,allen,,1.0,1.0,1.0,1.0,,
1325,kansas,anderson,,1.0,1.0,1.0,1.0,,
1326,kansas,atchison,,1.0,1.0,1.0,,,
1327,kansas,barber,,1.0,1.0,1.0,1.0,,
1328,kansas,barton,,1.0,1.0,1.0,1.0,,
2478,kansas,bourbon,,,1.0,1.0,,,
2479,kansas,brown,,,1.0,1.0,,,
1329,kansas,butler,,1.0,1.0,1.0,1.0,,
332,kansas,chase,1.0,,1.0,1.0,,,1.0
2480,kansas,chautauqua,,,1.0,1.0,,,
1330,kansas,cherokee,,1.0,1.0,1.0,1.0,,
2481,kansas,cheyenne,,,1.0,1.0,1.0,,
2482,kansas,clark,,,1.0,1.0,1.0,,
2074,kansas,clay,,1.0,1.0,1.0,1.0,,
1331,kansas,cloud,,1.0,1.0,1.0,1.0,,
2483,kansas,coffey,,,1.0,1.0,1.0,,
