air_temp_set_1,altimeter_set_1,precip_accum_24_hour_set_1,relative_humidity_set_1,wind_speed_set_1,Date,State,County
,,,,,2016-01-01,IN,Gibson
,,,,,2016-01-02,IN,Gibson
,,,,,2016-01-03,IN,Gibson
0.0,102336.62,0.0,80.0,1.79,2016-01-04,IN,Gibson
,,,,,2016-01-05,IN,Gibson
,,,,,2016-01-06,IN,Gibson
,,,,,2016-01-07,IN,Gibson
9.44,101625.47,0.0,71.0,1.79,2016-01-08,IN,Gibson
,,,,,2016-01-09,IN,Gibson
,,,,,2016-01-10,IN,Gibson
,,,,,2016-01-11,IN,Gibson
,,,,,2016-01-12,IN,Gibson
,,,,,2016-01-13,IN,Gibson
,,,,,2016-01-14,IN,Gibson
8.33,100880.47,0.0,74.0,2.23,2016-01-15,IN,Gibson
,,,,,2016-01-16,IN,Gibson
,,,,,2016-01-17,IN,Gibson
,,,,,2016-01-18,IN,Gibson
,,,,,2016-01-19,IN,Gibson
-5.0,103284.8,0.0,61.0,0.45,2016-01-20,IN,Gibson
,,,,,2016-01-21,IN,Gibson
-2.22,102404.34,0.0,75.0,3.13,2016-01-22,IN,Gibson
,,,,,2016-01-23,IN,Gibson
,,,,,2016-01-24,IN,Gibson
,,,,,2016-01-25,IN,Gibson
8.33,101117.52,0.0,79.0,3.58,2016-01-26,IN,Gibson
1.11,102539.8,3.302,79.0,0.9,2016-01-27,IN,Gibson
,,,,,2016-01-28,IN,Gibson
7.78,100914.33,0.0,63.0,3.58,2016-01-29,IN,Gibson
,,,,,2016-01-30,IN,Gibson
,,,,,2016-01-31,IN,Gibson
,,,,,2016-02-01,IN,Gibson
8.89,101659.34,0.254,58.0,0.0,2016-02-02,IN,Gibson
,,,,,2016-02-03,IN,Gibson
,,,,,2016-02-04,IN,Gibson
,,,,,2016-02-05,IN,Gibson
,,,,,2016-02-06,IN,Gibson
,,,,,2016-02-07,IN,Gibson
,,,,,2016-02-08,IN,Gibson
-4.44,101185.24,1.524,85.0,5.37,2016-02-09,IN,Gibson
,,,,,2016-02-10,IN,Gibson
,,,,,2016-02-11,IN,Gibson
,,,,,2016-02-12,IN,Gibson
,,,,,2016-02-13,IN,Gibson
,,,,,2016-02-14,IN,Gibson
,,,,,2016-02-15,IN,Gibson
1.11,101083.65,0.0,93.0,2.68,2016-02-16,IN,Gibson
,,,,,2016-02-17,IN,Gibson
,,,,,2016-02-18,IN,Gibson
,,,,,2016-02-19,IN,Gibson
15.56,101523.88,0.0,76.0,3.13,2016-02-20,IN,Gibson
,,,,,2016-02-21,IN,Gibson
,,,,,2016-02-22,IN,Gibson
8.89,101659.34,0.0,65.0,0.45,2016-02-23,IN,Gibson
,,,,,2016-02-24,IN,Gibson
,,,,,2016-02-25,IN,Gibson
,,,,,2016-02-26,IN,Gibson
3.33,102438.21,0.0,69.0,1.34,2016-02-27,IN,Gibson
,,,,,2016-02-28,IN,Gibson
,,,,,2016-02-29,IN,Gibson
,,,,,2016-03-01,IN,Gibson
,,,,,2016-03-02,IN,Gibson
3.33,102133.43,0.0,65.0,0.9,2016-03-03,IN,Gibson
,,,,,2016-03-04,IN,Gibson
,,,,,2016-03-05,IN,Gibson
,,,,,2016-03-06,IN,Gibson
11.67,101964.11,0.0,60.0,2.68,2016-03-07,IN,Gibson
,,,,,2016-03-08,IN,Gibson
,,,,,2016-03-09,IN,Gibson
14.44,101523.88,8.128,96.0,0.45,2016-03-10,IN,Gibson
,,,,,2016-03-11,IN,Gibson
,,,,,2016-03-12,IN,Gibson
,,,,,2016-03-13,IN,Gibson
19.44,100541.83,1.524,73.0,2.23,2016-03-14,IN,Gibson
,,,,,2016-03-15,IN,Gibson
,,,,,2016-03-16,IN,Gibson
15.56,101354.56,0.0,45.0,1.79,2016-03-17,IN,Gibson
,,,,,2016-03-18,IN,Gibson
,,,,,2016-03-19,IN,Gibson
7.22,102133.43,5.588,83.0,0.9,2016-03-20,IN,Gibson
6.67,102167.3,6.858,57.0,4.47,2016-03-21,IN,Gibson
10.56,102099.57,0.0,52.0,1.34,2016-03-22,IN,Gibson
,,,,,2016-03-23,IN,Gibson
,,,,,2016-03-24,IN,Gibson
10.56,100474.1,23.622,71.0,4.92,2016-03-25,IN,Gibson
,,,,,2016-03-26,IN,Gibson
,,,,,2016-03-27,IN,Gibson
