air_temp_set_1,altimeter_set_1,wind_speed_set_1,relative_humidity_set_1,precip_accum_24_hour_set_1,Date,State,County
-9.176,,,,,2016-01-01,CO,Delta
-10.39,,,,,2016-01-02,CO,Delta
-5.3325000000000005,,,,,2016-01-03,CO,Delta
-2.7525,,,,,2016-01-04,CO,Delta
-1.9025,,,,,2016-01-05,CO,Delta
-1.3074999999999999,,,,,2016-01-06,CO,Delta
0.8679999999999998,,,,,2016-01-07,CO,Delta
-1.6440000000000001,,,,,2016-01-08,CO,Delta
-4.9575000000000005,,,,,2016-01-09,CO,Delta
-6.2775,,,,,2016-01-10,CO,Delta
-6.862500000000001,,,,,2016-01-11,CO,Delta
-5.9575,,,,,2016-01-12,CO,Delta
-4.966,,,,,2016-01-13,CO,Delta
-1.8900000000000001,,,,,2016-01-14,CO,Delta
-4.984999999999999,,,,,2016-01-15,CO,Delta
-5.11,,,,,2016-01-16,CO,Delta
-4.249999999999999,,,,,2016-01-17,CO,Delta
-2.665,,,,,2016-01-18,CO,Delta
-1.073333333333333,,,,,2016-01-19,CO,Delta
-1.4879999999999998,,2.68,85.0,,2016-01-20,CO,Delta
-5.673333333333333,,,,,2016-01-21,CO,Delta
-3.912,,1.34,66.0,,2016-01-22,CO,Delta
-0.645,,4.47,55.0,,2016-01-23,CO,Delta
0.5,,3.58,65.0,,2016-01-24,CO,Delta
-2.966,,4.02,94.0,,2016-01-25,CO,Delta
-3.4219999999999997,,5.81,58.0,,2016-01-26,CO,Delta
-3.3874999999999993,,3.13,49.0,,2016-01-27,CO,Delta
-0.16666666666666666,,,,,2016-01-28,CO,Delta
1.6225,,4.92,53.0,,2016-01-29,CO,Delta
1.4066666666666665,,,,,2016-01-30,CO,Delta
3.6660000000000004,,1.79,44.0,,2016-01-31,CO,Delta
-3.7925,,,,,2016-02-01,CO,Delta
-5.237500000000001,,,,,2016-02-02,CO,Delta
-7.688,,,,,2016-02-03,CO,Delta
-9.214,,,,,2016-02-04,CO,Delta
-8.544,,,,,2016-02-05,CO,Delta
-6.390000000000001,,,,,2016-02-06,CO,Delta
-1.6400000000000001,,,,,2016-02-07,CO,Delta
-0.515,,,,,2016-02-08,CO,Delta
2.2750000000000004,,,,,2016-02-09,CO,Delta
4.412000000000001,,,,,2016-02-10,CO,Delta
4.42,,,,,2016-02-11,CO,Delta
6.213333333333334,,,,,2016-02-12,CO,Delta
8.195,,,,,2016-02-13,CO,Delta
5.593333333333334,,,,,2016-02-14,CO,Delta
0.7699999999999999,,,,,2016-02-15,CO,Delta
4.890000000000001,,,,,2016-02-16,CO,Delta
6.2625,,,,,2016-02-17,CO,Delta
9.286,,,,,2016-02-18,CO,Delta
7.9575,,,,,2016-02-19,CO,Delta
7.8475,,,,,2016-02-20,CO,Delta
8.0,,,,,2016-02-21,CO,Delta
6.555,,,,,2016-02-22,CO,Delta
-0.07500000000000018,,,,,2016-02-23,CO,Delta
0.3474999999999999,,,,,2016-02-24,CO,Delta
3.156,,,,,2016-02-25,CO,Delta
7.756,,,,,2016-02-26,CO,Delta
9.015,,,,,2016-02-27,CO,Delta
9.1525,,,,,2016-02-28,CO,Delta
8.6275,,,,,2016-02-29,CO,Delta
4.816666666666666,,,,,2016-03-01,CO,Delta
7.859999999999999,,,,,2016-03-02,CO,Delta
8.81,,,,,2016-03-03,CO,Delta
10.0275,,,,,2016-03-04,CO,Delta
13.686000000000002,,,,,2016-03-05,CO,Delta
11.822,,,,,2016-03-06,CO,Delta
5.406,,,,,2016-03-07,CO,Delta
1.445,,,,,2016-03-08,CO,Delta
3.08,,,,,2016-03-09,CO,Delta
4.1125,,,,,2016-03-10,CO,Delta
10.43,,,,,2016-03-11,CO,Delta
12.515,,,,,2016-03-12,CO,Delta
10.112,,,,,2016-03-13,CO,Delta
8.9375,,,,,2016-03-14,CO,Delta
6.282500000000001,,,,,2016-03-15,CO,Delta
2.0649999999999995,,,,,2016-03-16,CO,Delta
3.4850000000000003,,,,,2016-03-17,CO,Delta
7.6975,,,,,2016-03-18,CO,Delta
4.915,,,,,2016-03-19,CO,Delta
7.03,,,,,2016-03-20,CO,Delta
11.2725,,,,,2016-03-21,CO,Delta
12.74,,,,,2016-03-22,CO,Delta
10.508,,,,,2016-03-23,CO,Delta
2.0780000000000003,82661.71,1.34,39.0,8.636,2016-03-24,CO,Delta
3.7074999999999996,,,,,2016-03-25,CO,Delta
1.6975,,,,,2016-03-26,CO,Delta
0.04500000000000037,,,,,2016-03-27,CO,Delta
6.512499999999999,,,,,2016-03-28,CO,Delta
8.44,,,,,2016-03-29,CO,Delta
-1.7875,,,,,2016-03-30,CO,Delta
0.5060000000000002,,,,,2016-03-31,CO,Delta
0.4366666666666668,,,,,2016-04-01,CO,Delta
6.07,,,,,2016-04-02,CO,Delta
9.9,,,,,2016-04-03,CO,Delta
12.135,,,,,2016-04-04,CO,Delta
13.315000000000001,,,,,2016-04-05,CO,Delta
7.703333333333333,,,,,2016-04-06,CO,Delta
15.06857142857143,84591.945,2.0100000000000002,17.0,0.0,2016-04-07,CO,Delta
14.2675,,,,,2016-04-08,CO,Delta
14.3075,,,,,2016-04-09,CO,Delta
9.522,,4.02,38.0,,2016-04-10,CO,Delta
11.722,,8.94,31.0,,2016-04-11,CO,Delta
12.276,,5.81,31.0,,2016-04-12,CO,Delta
11.632,,5.37,35.0,,2016-04-13,CO,Delta
15.152000000000001,,1.79,28.0,,2016-04-14,CO,Delta
13.806000000000001,,4.02,27.0,,2016-04-15,CO,Delta
2.476,,10.73,78.0,,2016-04-16,CO,Delta
0.44999999999999984,,,,,2016-04-17,CO,Delta
2.2075,,,,,2016-04-18,CO,Delta
2.6025,,,,,2016-04-19,CO,Delta
4.9775,,,,,2016-04-20,CO,Delta
10.42,,,,,2016-04-21,CO,Delta
15.2375,,,,,2016-04-22,CO,Delta
16.805,,,,,2016-04-23,CO,Delta
10.225,,,,,2016-04-24,CO,Delta
11.955,,,,,2016-04-25,CO,Delta
4.614,,,,,2016-04-26,CO,Delta
2.1375,,,,,2016-04-27,CO,Delta
6.4675,,,,,2016-04-28,CO,Delta
7.795,,,,,2016-04-29,CO,Delta
5.504999999999999,,,,,2016-04-30,CO,Delta
8.046,,,,,2016-05-01,CO,Delta
5.0425,,,,,2016-05-02,CO,Delta
10.7025,,,,,2016-05-03,CO,Delta
16.9,,,,,2016-05-04,CO,Delta
19.381999999999998,,,,,2016-05-05,CO,Delta
21.192,,,,,2016-05-06,CO,Delta
15.8875,,,,,2016-05-07,CO,Delta
6.0975,,,,,2016-05-08,CO,Delta
5.6175,,,,,2016-05-09,CO,Delta
10.985,,,,,2016-05-10,CO,Delta
9.664,82593.98,0.0,43.0,6.604,2016-05-11,CO,Delta
10.1175,,,,,2016-05-12,CO,Delta
15.32,,,,,2016-05-13,CO,Delta
18.31,,,,,2016-05-14,CO,Delta
19.372,,,,,2016-05-15,CO,Delta
12.907499999999999,,,,,2016-05-16,CO,Delta
6.2775,,,,,2016-05-17,CO,Delta
11.376000000000001,,,,,2016-05-18,CO,Delta
11.286,,,,,2016-05-19,CO,Delta
14.834999999999999,,,,,2016-05-20,CO,Delta
16.8525,,,,,2016-05-21,CO,Delta
18.464000000000002,81239.42,3.13,17.0,0.0,2016-05-22,CO,Delta
14.764000000000001,,,,,2016-05-23,CO,Delta
16.69,100440.24,0.0,23.0,0.0,2016-05-24,CO,Delta
17.843333333333334,90856.765,3.8,16.0,0.0,2016-05-25,CO,Delta
15.22,,,,,2016-05-26,CO,Delta
10.53,,,,,2016-05-27,CO,Delta
10.325,,,,,2016-05-28,CO,Delta
15.1525,,,,,2016-05-29,CO,Delta
17.89666666666667,83965.465,1.79,29.0,0.0,2016-05-30,CO,Delta
14.1725,,,,,2016-05-31,CO,Delta
18.585,,,,,2016-06-01,CO,Delta
21.764000000000003,,,,,2016-06-02,CO,Delta
21.195,,,,,2016-06-03,CO,Delta
22.0025,,,,,2016-06-04,CO,Delta
23.302500000000002,,,,,2016-06-05,CO,Delta
24.712500000000002,,,,,2016-06-06,CO,Delta
15.76,,,,,2016-06-07,CO,Delta
23.2375,,,,,2016-06-08,CO,Delta
22.092000000000002,,,,,2016-06-09,CO,Delta
26.4,,,,,2016-06-10,CO,Delta
27.879999999999995,,,,,2016-06-11,CO,Delta
17.0575,,,,,2016-06-12,CO,Delta
21.175,,,,,2016-06-13,CO,Delta
10.8575,,,,,2016-06-14,CO,Delta
19.7425,,,,,2016-06-15,CO,Delta
23.09,,,,,2016-06-16,CO,Delta
25.82571428571428,81984.43,1.79,16.0,0.0,2016-06-17,CO,Delta
24.32,,,,,2016-06-18,CO,Delta
26.76,,,,,2016-06-19,CO,Delta
27.165,,,,,2016-06-20,CO,Delta
30.906,,,,,2016-06-21,CO,Delta
24.955000000000002,,,,,2016-06-22,CO,Delta
17.895,,,,,2016-06-23,CO,Delta
25.654285714285713,82932.62,0.45,37.0,0.0,2016-06-24,CO,Delta
21.936,82763.3,0.9,38.0,0.0,2016-06-25,CO,Delta
24.7825,,,,,2016-06-26,CO,Delta
25.9675,,,,,2016-06-27,CO,Delta
25.6875,,,,,2016-06-28,CO,Delta
22.3075,,,,,2016-06-29,CO,Delta
20.162,,,,,2016-06-30,CO,Delta
19.8425,,,,,2016-07-01,CO,Delta
14.455,,,,,2016-07-02,CO,Delta
15.6275,,,,,2016-07-03,CO,Delta
16.375,,,,,2016-07-04,CO,Delta
21.046,,,,,2016-07-05,CO,Delta
23.46,,,,,2016-07-06,CO,Delta
24.655,,,,,2016-07-07,CO,Delta
24.355,,,,,2016-07-08,CO,Delta
22.643333333333334,,,,,2016-07-09,CO,Delta
22.53333333333333,,,,,2016-07-10,CO,Delta
22.7,,,,,2016-07-11,CO,Delta
18.973333333333333,,,,,2016-07-12,CO,Delta
21.906666666666666,,,,,2016-07-13,CO,Delta
24.955,,,,,2016-07-14,CO,Delta
22.790000000000003,,,,,2016-07-15,CO,Delta
22.736666666666668,,,,,2016-07-16,CO,Delta
23.69,,,,,2016-07-17,CO,Delta
23.3,,,,,2016-07-18,CO,Delta
20.566666666666666,,,,,2016-07-19,CO,Delta
15.063333333333333,,,,,2016-07-20,CO,Delta
20.47,,,,,2016-07-21,CO,Delta
21.372500000000002,,,,,2016-07-22,CO,Delta
18.266666666666666,,,,,2016-07-23,CO,Delta
20.71666666666667,,,,,2016-07-24,CO,Delta
21.929999999999996,,,,,2016-07-25,CO,Delta
22.682499999999997,82864.89,0.9,34.0,0.0,2016-07-26,CO,Delta
19.526666666666667,,,,,2016-07-27,CO,Delta
27.4675,,,,,2016-07-28,CO,Delta
25.19666666666667,,,,,2016-07-29,CO,Delta
23.25,,,,,2016-07-30,CO,Delta
21.48,,,,,2016-07-31,CO,Delta
24.008000000000003,,,,,2016-08-01,CO,Delta
16.4,,,,,2016-08-02,CO,Delta
21.973333333333333,,5.37,27.0,,2016-08-03,CO,Delta
25.442,,4.47,31.0,,2016-08-04,CO,Delta
16.3275,,4.02,51.0,,2016-08-05,CO,Delta
15.598000000000003,,8.94,57.0,,2016-08-06,CO,Delta
16.9875,,9.84,41.0,,2016-08-07,CO,Delta
25.278333333333336,,6.26,25.0,,2016-08-08,CO,Delta
21.8475,,7.6,31.0,,2016-08-09,CO,Delta
23.2275,,4.92,20.0,,2016-08-10,CO,Delta
22.080000000000002,82526.25,1.79,29.0,0.0,2016-08-11,CO,Delta
20.657999999999998,82187.61,0.9,30.0,0.0,2016-08-12,CO,Delta
19.136666666666667,,,,,2016-08-13,CO,Delta
16.605,,,,,2016-08-14,CO,Delta
24.48,,,,,2016-08-15,CO,Delta
24.282,,,,,2016-08-16,CO,Delta
18.723333333333333,,,,,2016-08-17,CO,Delta
16.666666666666668,,,,,2016-08-18,CO,Delta
14.143333333333333,,,,,2016-08-19,CO,Delta
18.453333333333333,,,,,2016-08-20,CO,Delta
19.41,,,,,2016-08-21,CO,Delta
20.143333333333334,,,,,2016-08-22,CO,Delta
16.804,,,,,2016-08-23,CO,Delta
13.323333333333332,,,,,2016-08-24,CO,Delta
15.680000000000001,,,,,2016-08-25,CO,Delta
8.393333333333333,,,,,2016-08-26,CO,Delta
13.806666666666667,,,,,2016-08-27,CO,Delta
15.5,,,,,2016-08-28,CO,Delta
15.5425,,,,,2016-08-29,CO,Delta
16.355,,,,,2016-08-30,CO,Delta
18.396666666666665,,,,,2016-08-31,CO,Delta
19.096666666666668,,,,,2016-09-01,CO,Delta
19.566666666666666,,,,,2016-09-02,CO,Delta
19.095,,,,,2016-09-03,CO,Delta
13.93,,,,,2016-09-04,CO,Delta
16.833333333333332,,,,,2016-09-05,CO,Delta
20.1675,,,,,2016-09-06,CO,Delta
21.205000000000002,,,,,2016-09-07,CO,Delta
17.823333333333334,,,,,2016-09-08,CO,Delta
19.13,,,,,2016-09-09,CO,Delta
20.3425,,,,,2016-09-10,CO,Delta
18.733333333333334,,,,,2016-09-11,CO,Delta
17.686666666666667,,,,,2016-09-12,CO,Delta
10.9625,,,,,2016-09-13,CO,Delta
12.403333333333334,,,,,2016-09-14,CO,Delta
14.04,,,,,2016-09-15,CO,Delta
14.2575,,,,,2016-09-16,CO,Delta
16.0425,,,,,2016-09-17,CO,Delta
18.234,101320.7,0.0,24.0,0.0,2016-09-18,CO,Delta
19.927500000000002,,,,,2016-09-19,CO,Delta
19.24,,,,,2016-09-20,CO,Delta
17.8075,,,,,2016-09-21,CO,Delta
13.443333333333333,,,,,2016-09-22,CO,Delta
17.166666666666668,,,,,2016-09-23,CO,Delta
7.851999999999999,82763.3,0.0,65.0,11.176,2016-09-24,CO,Delta
5.06,,,,,2016-09-25,CO,Delta
10.053333333333333,,,,,2016-09-26,CO,Delta
14.276666666666666,,,,,2016-09-27,CO,Delta
16.22,,,,,2016-09-28,CO,Delta
16.486666666666665,,,,,2016-09-29,CO,Delta
12.084999999999999,,,,,2016-09-30,CO,Delta
13.945,,,,,2016-10-01,CO,Delta
12.993333333333334,,,,,2016-10-02,CO,Delta
14.537500000000001,,,,,2016-10-03,CO,Delta
4.796666666666667,,,,,2016-10-04,CO,Delta
8.2325,,,,,2016-10-05,CO,Delta
7.263333333333333,,,,,2016-10-06,CO,Delta
4.1000000000000005,,,,,2016-10-07,CO,Delta
9.203333333333333,,,,,2016-10-08,CO,Delta
11.339999999999998,,,,,2016-10-09,CO,Delta
10.843333333333334,,,,,2016-10-10,CO,Delta
6.93,,,,,2016-10-11,CO,Delta
9.28,,,,,2016-10-12,CO,Delta
11.436666666666667,,,,,2016-10-13,CO,Delta
14.572499999999998,,,,,2016-10-14,CO,Delta
14.086666666666666,,,,,2016-10-15,CO,Delta
14.326666666666668,,,,,2016-10-16,CO,Delta
16.45,,,,,2016-10-17,CO,Delta
10.593333333333334,,,,,2016-10-18,CO,Delta
10.443333333333333,,,,,2016-10-19,CO,Delta
7.425000000000001,83542.17,0.9,25.0,0.0,2016-10-20,CO,Delta
